"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,233809776;30;0;0,036049682;3300;5;0;0;0;0
"N";0,01879812;51;0;0,53152876;6501;7;0;2;0;2
"N";0,602794411;25;0;0,065868263;333;2;0;0;0;0
"N";0,034421473;69;0;0,042383047;2500;17;0;0;0;1
"N";0,392994586;58;2;0,436102527;5500;15;0;1;0;0
"N";0,881836362;50;3;0,567858035;4000;9;0;1;0;1
"N";0,363636364;26;0;0,00999001;1000;1;0;0;0;0
"Y";0,728150491;31;0;0,824725092;3000;10;0;2;0;1
"N";0,401199782;64;0;0,351258937;3216;4;0;1;0;0
"N";0,006799093;27;1;0,681045752;764;3;0;0;0;0
"N";0,827708197;56;0;0,369590815;6793;15;1;1;0;0
"Y";0,13306279;49;1;0,182881653;10257;9;0;2;0;3
"N";0,460376317;37;0;0,074155949;4975;6;0;0;0;0
"N";0,335558577;69;0;0,270448637;15000;14;0;2;0;1
"N";0,183316667;52;0;0,111131623;10833;14;0;2;0;1
"N";0;58;0;0,316144874;4886;9;0;1;0;1
"Y";0,734477501;45;0;0,591477634;4716;13;0;2;0;2
"N";0,032617977;75;0;0,006799093;7500;4;0;0;0;0
"N";0,018886792;80;0;0,003478779;10060;5;0;0;0;0
"N";0,015271802;68;0;0,12290366;8168;6;0;0;0;0
"N";0,51712072;31;0;0,123752495;500;3;0;0;0;0
"N";0,297594642;67;0;0,239507959;4145;13;0;0;0;0
"N";0,083880003;53;0;0,199647533;7943;8;0;1;0;0
"N";0,130902106;48;1;0,427882174;3937;17;0;1;0;0
"N";0,175932019;57;1;0,655812625;3500;9;0;1;0;1
"N";0,050789842;30;0;0,315171207;4000;4;0;1;0;1
"N";0,147712223;40;0;0,034847816;6800;6;0;0;0;3
"N";0,170103002;36;0;0,138461538;7734;8;0;0;0;0
"N";0,9999999;69;0;0,005319149;2255;0;1;0;0;3
"Y";0,786485406;44;0;0,291709578;3883;7;2;0;2;1
"N";1,095083357;53;5;0,536703799;3500;7;1;1;2;0
"N";0,035489848;69;0;0,308438695;3400;9;0;1;0;0
"N";0,078738916;46;0;0,166215372;4800;6;0;1;0;4
"N";0,292365949;50;0;0,420180551;8750;8;0;2;0;0
"N";0,017508178;73;1;0,135589153;4166;12;0;1;0;0
"N";0,260271523;44;0;0,296854804;6962;11;0;1;0;0
"N";0,196372799;43;0;0,537485582;2600;10;0;1;0;0
"N";0,034833091;67;0;0,460246187;12916;9;0;2;0;0
"N";0,125429152;55;0;0,476704659;5000;3;0;2;0;0
"Y";0,973339258;61;1;0,209961825;5500;11;0;0;1;1
"N";0,002856735;73;0;0,000285687;10500;10;0;0;0;0
"N";0,053431552;41;0;0,20364404;9000;3;0;1;0;0
"N";0,112321289;53;0;0,266909775;8500;9;0;1;0;5
"N";0,634327056;49;1;0,123125125;15000;7;0;0;0;1
"N";0,976531824;32;0;0,264078812;6800;6;0;0;0;2
"N";0,267541336;59;0;0,637607437;5700;13;0;2;0;1
"Y";0,220823719;46;1;0,637749121;1705;5;0;0;0;0
"N";0,909538698;53;1;0,595653913;7500;16;0;1;0;1
"N";0,991667222;36;1;0,554878049;5411;10;0;2;0;1
"N";0,144878408;66;0;0,28446242;8900;9;0;1;0;0
"N";0,371875401;29;0;0,53628857;2300;9;0;1;0;3
"N";0,25889775;33;0;0,537441339;4900;3;0;1;0;1
"N";0,063329564;37;0;0,329935275;6179;6;0;1;0;3
"N";0,093638481;49;0;0,042836573;8333;10;0;0;0;1
"N";0;59;0;0;4200;7;0;0;0;1
"N";0,022890604;37;0;0,288477299;6100;16;0;1;0;0
"N";0,067259209;29;1;0,168340507;2090;3;0;0;0;0
"N";0,687779097;62;0;0,249471161;7090;15;0;0;0;0
"N";0,033708851;41;0;0,408706353;6500;9;0;1;0;2
"N";0;29;0;0,193935355;3000;7;0;0;0;0
"N";0;55;1;0,388320836;4400;4;0;2;0;1
"Y";0,880370887;43;0;0,461323764;7523;6;0;1;0;1
"N";0,360907571;72;0;0,356679286;3697;6;0;1;0;0
"N";0,186682782;30;0;0,698120752;2500;7;0;2;0;2
"N";0,947264856;28;0;0,467171717;1187;4;0;0;0;0
"N";0,013916922;54;0;0,017655818;4700;7;0;0;0;2
"N";0,543445655;46;0;0,267146571;5000;6;0;2;0;3
"N";0,047650102;63;0;0,387956894;9000;6;0;2;0;0
"N";0,186890655;54;0;0,655589124;3640;7;0;1;0;1
"N";0,522314625;45;0;0,290229092;14491;13;0;1;0;3
"N";0,903231566;57;0;0,13080895;5228;10;0;0;0;0
"N";0,267905614;76;0;0,285452994;8200;12;0;0;0;0
"N";0,305246317;39;0;0,188281635;10154;6;0;1;0;2
"N";0,702493864;63;0;0,582162622;4697;8;0;2;0;1
"N";0,368866624;55;0;0,437996083;9700;18;0;2;0;0
"N";0,179487766;51;0;0,492529978;10173;19;0;4;0;0
"N";0,026885902;36;0;0,344879921;11200;6;0;2;0;2
"N";0,020074662;36;0;0,334245422;4750;5;0;1;0;0
"Y";0,733885463;49;2;0,369223765;8785;20;0;2;0;2
"N";0,397702982;38;0;0,41627543;5750;6;0;1;0;2
"N";0,9999999;79;0;0,130140954;5178;6;0;1;0;0
"N";0,010887967;55;0;0,725137431;2000;7;0;2;0;0
"N";0;23;0;0;3500;1;0;0;0;1
"N";0,50329934;55;0;0,454057468;3166;5;0;2;0;0
"N";0,069987933;33;0;0,114004783;3762;7;0;0;0;0
"N";0,023382944;84;0;0,00912845;4600;6;0;0;0;0
"N";0;37;0;0,177007047;7236;5;0;1;0;3
"N";0,9999999;33;1;0,257707218;5416;2;2;1;0;1
"N";0,205676486;57;0;0,130309575;8333;8;0;1;0;0
"Y";0,9999999;32;0;0,006731051;3416;1;0;0;0;3
"N";0,073393457;38;1;0,384761524;10000;9;0;2;0;0
"N";0,745173448;68;0;0,168767792;4917;4;0;1;0;0
"N";0,045017363;72;0;0,020763907;3900;8;0;0;0;0
"N";0,35592819;48;0;0,478090767;7667;17;0;2;0;0
"N";0,57762185;71;1;0,4925;6399;14;0;2;0;1
"N";0,401789055;55;0;0,412779302;2550;11;0;0;0;0
"N";0,090641506;69;0;0,016683267;4015;2;0;0;0;0
"N";0,38480769;42;0;0,533099636;7416;5;0;1;0;3
"N";0,183676155;33;0;0,660528423;2497;9;0;1;0;0
"N";0,500234532;46;0;0,278025952;4700;10;0;1;0;1
"N";0,611388611;22;0;0,347066167;800;4;0;0;0;0
"N";0,065630892;31;0;0,162635688;5250;10;0;0;0;0
"N";0,029692431;58;2;0,287187752;6204;19;0;1;0;0
"N";0,551889862;42;1;0,790613718;3600;18;0;2;0;1
"Y";0,640058527;39;0;0,055984556;9841;9;0;0;0;2
"N";0,266371179;58;0;0,498488489;12900;12;0;1;0;2
"Y";0,955545894;52;1;0,524949909;10480;11;0;3;0;1
"N";0,486651335;55;0;0,324741695;9000;10;0;2;0;0
"N";0,043861767;69;0;0,064119265;6908;7;0;1;0;0
"Y";0,339503567;89;1;0,549380248;2500;9;3;0;1;0
"N";0,30248201;46;0;0,348057208;7900;12;0;1;0;2
"N";0,159116246;91;0;0,184123484;1813;6;0;0;0;0
"N";0,836294011;29;3;0,260170076;4350;8;0;1;0;1
"N";0,250818316;36;0;0,240143984;5833;6;0;2;0;1
"Y";0,517045364;61;0;0,572590321;7500;20;0;2;0;0
"N";0,269257489;44;0;0,607594937;1500;7;0;0;0;3
"N";0,095634788;36;0;0,175266904;2247;4;0;0;0;1
"N";0,124801376;62;0;0,566894457;6584;15;0;2;0;0
"N";0,016995185;62;0;0,002301937;5212;4;0;0;0;0
"N";0,211206477;44;1;0,2138395;2080;13;1;0;1;0
"N";0;52;0;0,444444444;3500;5;0;2;0;1
"N";0,063688754;41;0;0,266876688;6665;8;0;0;0;1
"N";0,336596148;36;0;0,08037225;1181;2;0;0;0;0
"N";0;36;0;0,370418677;7666;4;0;1;0;2
"N";0;49;0;0,62273579;1600;10;0;1;0;1
"Y";0,149314411;36;0;0,558320373;4500;9;0;3;0;0
"N";0,0382584;68;0;0,009831695;6000;12;0;0;0;0
"N";0,035605591;81;0;0,017260735;7125;7;0;0;0;0
"N";0,180162143;40;0;0,448326668;9501;15;0;2;0;1
"Y";0,990764426;36;2;0,361340457;4117;4;0;0;0;1
"N";0,008287427;55;0;0,115171335;7032;8;0;1;0;0
"N";0,083426677;64;0;0,037871034;2930;7;0;0;0;2
"N";0,009639594;52;0;0,262440354;4400;5;0;0;0;0
"N";0,001019592;83;0;0,00019996;5000;10;0;0;0;0
"N";0,045516721;40;0;0,090355422;11000;12;0;0;0;3
