"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,957151019;40;0;0,121876201;2600;4;0;0;0;1
"N";0,010351857;46;0;0,298354075;12454;13;0;2;0;2
"N";0,221812771;43;0;0,527887839;3280;7;0;1;0;2
"Y";0,025655677;38;0;0,475841386;3000;7;0;1;0;2
"N";0,9999999;39;0;0,241103559;2500;4;0;0;0;0
"N";0,693329681;42;2;0,257731959;2230;7;0;0;0;0
"N";0,304490668;52;0;0,808340474;3500;10;0;2;0;0
"N";0,71998531;41;1;0,539554464;5700;14;0;1;0;0
"N";0,061440132;62;0;0,011167837;3133;2;0;0;0;0
"N";0,028562367;51;0;0,306381499;5750;5;0;1;0;0
"N";0;67;0;0,540983607;3720;2;0;1;0;0
"N";0,750873672;55;2;0,316416365;7723;17;0;1;0;1
"N";0,265898391;36;0;0,262611807;8384;6;0;2;0;1
"N";0,827708197;56;0;0,369590815;6793;15;1;1;0;0
"Y";0,13306279;49;1;0,182881653;10257;9;0;2;0;3
"N";0,054497069;56;0;0,492021814;4950;18;0;2;0;0
"N";0,003749688;64;0;0,004061231;3200;5;0;0;1;0
"N";0,019387779;34;0;0,32591852;4000;9;0;1;0;0
"N";0,888008615;44;0;0,299246282;4908;8;0;0;0;1
"N";0,9999999;62;0;0,664221287;8314;8;0;3;0;0
"N";0,297594642;67;0;0,239507959;4145;13;0;0;0;0
"N";0,163037489;81;0;0,086482558;2751;7;0;0;0;1
"N";0,047311582;51;0;0,100920343;3150;5;0;0;0;0
"N";0,21955042;54;0;0,315983758;5417;20;0;2;0;1
"N";0,130902106;48;1;0,427882174;3937;17;0;1;0;0
"N";0,771845631;33;0;0,852429514;5000;7;0;3;0;0
"N";0,008632035;79;0;0,365151154;4200;9;0;1;0;0
"N";0,03833451;56;0;0,438912218;5000;7;0;2;0;0
"N";0,101430135;80;1;0,016196761;5000;9;0;0;0;0
"N";0,231692268;40;0;0,119660709;3300;7;0;0;0;0
"N";0,137609462;49;0;0,429533892;7272;11;0;2;0;0
"N";0,021978375;40;0;0,443755624;10000;12;0;5;0;2
"N";0,181557324;36;0;0,56071964;2000;7;0;1;0;1
"N";0,025601772;63;1;0,262773723;10000;8;0;1;0;0
"N";0,034833091;67;0;0,460246187;12916;9;0;2;0;0
"N";0,295928252;47;0;0,283765445;14000;6;0;2;0;1
"N";0,9999999;68;0;0,040493251;6000;0;0;0;0;0
"N";0,732660667;44;2;0,14041952;9200;15;0;1;0;0
"N";0,09811305;49;0;0,257017809;6625;9;0;2;0;0
