"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,754463648;39;0;0,209940017;3500;8;0;0;0;0
"N";0,548458062;64;0;0,209891754;11362;7;0;1;0;2
"N";0,221812771;43;0;0,527887839;3280;7;0;1;0;2
"N";0,186868556;57;0;0,313812313;7000;9;0;2;0;0
"N";0,9999999;75;1;0,134078212;3400;1;0;1;0;1
"N";0,363636364;26;0;0,00999001;1000;1;0;0;0;0
"N";0,469056842;31;0;0,048211004;9250;4;0;0;0;1
"N";0,061440132;62;0;0,011167837;3133;2;0;0;0;0
"N";0,140110634;31;0;0,689370485;1937;4;0;2;0;0
"N";0,027399502;69;0;0,00803428;5600;3;0;0;0;0
"N";0;67;0;0,540983607;3720;2;0;1;0;0
"N";0,004264079;31;0;0,111444278;2000;6;1;0;0;2
"N";0,26948375;64;0;0,16106176;9455;13;0;1;0;3
"N";0,183316667;52;0;0,111131623;10833;14;0;2;0;1
"N";0,074861676;66;0;0,208842479;4500;3;0;1;0;0
"N";0,054497069;56;0;0,492021814;4950;18;0;2;0;0
"N";0,791173628;44;0;0,51241535;3100;5;0;1;0;0
"N";0,24535301;37;0;0,288417167;6500;11;1;1;1;0
"N";0,010531379;57;0;0,280664917;5714;6;0;1;0;0
"N";0,032617977;75;0;0,006799093;7500;4;0;0;0;0
"N";0,019387779;34;0;0,32591852;4000;9;0;1;0;0
"N";0,634485057;52;0;0,138238573;2690;2;0;0;0;0
"N";0,9999999;62;0;0,664221287;8314;8;0;3;0;0
"N";0,06790706;46;0;0,149103029;10200;6;0;2;0;0
"N";0,047311582;51;0;0,100920343;3150;5;0;0;0;0
"N";0,083880003;53;0;0,199647533;7943;8;0;1;0;0
"N";0,093962275;55;0;0,112051635;9450;6;0;2;0;0
"N";0,21955042;54;0;0,315983758;5417;20;0;2;0;1
