"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,65818014;38;1;0,085113375;3042;2;1;0;0;0
"N";0,01879812;51;0;0,53152876;6501;7;0;2;0;2
"N";0,010351857;46;0;0,298354075;12454;13;0;2;0;2
"Y";0,964672555;40;3;0,382964747;13700;9;3;1;1;2
"N";0,452515828;24;0;0,011761247;3400;1;0;0;0;0
"N";0;64;0;0,073538769;11000;9;0;1;0;0
"N";0,9999999;75;1;0,134078212;3400;1;0;1;0;1
"N";0,651603452;58;0;0,241135663;7783;11;0;1;0;0
"N";0,26948375;64;0;0,16106176;9455;13;0;1;0;3
"N";0,265898391;36;0;0,262611807;8384;6;0;2;0;1
"N";0,335558577;69;0;0,270448637;15000;14;0;2;0;1
"N";0,183316667;52;0;0,111131623;10833;14;0;2;0;1
"N";0,054497069;56;0;0,492021814;4950;18;0;2;0;0
"N";0,080564168;60;0;0,487288997;4916;15;0;2;0;0
"N";0,888822236;34;0;0,368403802;3050;4;0;0;0;1
"N";0,003108849;57;0;0,258939285;8333;7;0;1;0;0
"N";0,006541851;68;0;0,108089191;10000;10;0;2;0;1
"N";0,180972181;39;1;0,384441575;3097;7;0;1;0;3
"N";0,011498563;77;0;0,001998002;1000;1;0;0;0;0
"N";0;48;0;0,517468688;4550;7;0;2;0;0
"N";0,047311582;51;0;0,100920343;3150;5;0;0;0;0
"N";0,130902106;48;1;0,427882174;3937;17;0;1;0;0
"N";0,072277109;34;0;0,025911708;2083;2;0;0;0;0
"N";0,36459777;42;0;0,593899089;6916;7;0;3;0;0
"N";0,05538241;72;0;0,089091313;4500;4;0;0;0;0
"Y";0,786485406;44;0;0,291709578;3883;7;2;0;2;1
"N";0,043032042;64;0;0,332016389;6833;14;0;2;0;0
"N";1,095083357;53;5;0,536703799;3500;7;1;1;2;0
"N";0,231692268;40;0;0,119660709;3300;7;0;0;0;0
"N";0,021978375;40;0;0,443755624;10000;12;0;5;0;2
"N";0,292365949;50;0;0,420180551;8750;8;0;2;0;0
"N";0,028113957;61;0;0,031349387;2200;12;0;0;0;0
"N";0,333060631;52;3;0,700153374;5215;15;0;2;1;0
"N";0,009025178;45;0;0,376836435;8167;4;0;1;0;2
"N";0,080288098;37;0;0,322446259;6000;7;0;1;0;0
