"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,233809776;30;0;0,036049682;3300;5;0;0;0;0
"N";0,010351857;46;0;0,298354075;12454;13;0;2;0;2
"Y";0,964672555;40;3;0,382964747;13700;9;3;1;1;2
"N";0,9999999;39;0;0,241103559;2500;4;0;0;0;0
"N";0,04656027;58;0;0,241621845;2416;9;0;1;0;0
"N";0,704073982;28;1;0,155201143;4200;8;0;0;0;0
"N";0,9999999;24;0;0,472703063;750;1;0;0;0;0
"N";0,186868556;57;0;0,313812313;7000;9;0;2;0;0
"N";0,881836362;50;3;0,567858035;4000;9;0;1;0;1
"N";0,140110634;31;0;0,689370485;1937;4;0;2;0;0
"Y";0,728150491;31;0;0,824725092;3000;10;0;2;0;1
"N";0,028562367;51;0;0,306381499;5750;5;0;1;0;0
"N";0,070853769;55;0;0,073147745;13793;4;0;1;0;0
"N";0,651603452;58;0;0,241135663;7783;11;0;1;0;0
"N";0,750873672;55;2;0,316416365;7723;17;0;1;0;1
"N";0,006799093;27;1;0,681045752;764;3;0;0;0;0
"N";0,004264079;31;0;0,111444278;2000;6;1;0;0;2
"N";0,080564168;60;0;0,487288997;4916;15;0;2;0;0
"N";0,888822236;34;0;0,368403802;3050;4;0;0;0;1
"N";0,24535301;37;0;0,288417167;6500;11;1;1;1;0
"N";0,9999999;62;0;0,664221287;8314;8;0;3;0;0
"N";0,006541851;68;0;0,108089191;10000;10;0;2;0;1
"N";0,180972181;39;1;0,384441575;3097;7;0;1;0;3
"N";0,003722015;58;0;0,63332301;3228;5;0;1;0;0
"N";0,011498563;77;0;0,001998002;1000;1;0;0;0;0
"N";0,083880003;53;0;0,199647533;7943;8;0;1;0;0
"N";0,21955042;54;0;0,315983758;5417;20;0;2;0;1
"N";0,147996253;55;0;0,323088235;6799;5;0;1;0;0
"N";0,496911825;40;0;0,452363811;12500;11;0;2;0;2
"N";0,175932019;57;1;0,655812625;3500;9;0;1;0;1
"N";0,050789842;30;0;0,315171207;4000;4;0;1;0;1
"N";0,21286031;36;0;0,563752087;9583;10;0;2;0;1
"N";0,05538241;72;0;0,089091313;4500;4;0;0;0;0
"N";0,008632035;79;0;0,365151154;4200;9;0;1;0;0
"N";0,167571389;69;0;0,330733853;5000;10;0;1;0;1
"N";0,03833451;56;0;0,438912218;5000;7;0;2;0;0
"N";0,078738916;46;0;0,166215372;4800;6;0;1;0;4
"N";0,443696851;27;0;0,024340075;5833;4;0;0;0;0
"Y";0,973339258;61;1;0,209961825;5500;11;0;0;1;1
"N";0,012151003;78;0;0,008886914;4500;12;0;0;0;0
"N";0,081310737;81;0;0,165566887;3333;4;0;0;0;0
"N";0,75264947;33;1;0,058322869;7166;6;0;0;0;0
"N";0,634327056;49;1;0,123125125;15000;7;0;0;0;1
"N";0,034645112;65;0;0,125189985;12500;4;0;1;0;1
"N";0,412398622;28;0;0,037259615;4991;5;0;0;0;0
"N";0,019779326;76;0;0,267149259;2900;9;0;0;0;0
"N";0;44;0;0,326383681;6666;4;0;2;0;1
"N";0,9999999;62;0;0;5480;3;0;0;0;0
"N";0,074256375;49;0;0,347930414;5000;11;0;2;0;3
"N";0,679813777;83;0;0,689589756;4216;6;0;2;0;0
"N";0,547887778;29;1;0,24651504;2725;5;0;0;1;0
"N";0,897203427;68;0;0,787803049;4000;8;0;2;0;0
"N";0,25889775;33;0;0,537441339;4900;3;0;1;0;1
"N";0,016598893;30;0;0,136575616;1500;5;0;0;0;0
"N";0,093638481;49;0;0,042836573;8333;10;0;0;0;1
"N";0;59;0;0;4200;7;0;0;0;1
"N";1,00264667;38;2;0,472542946;3550;8;1;0;1;4
"N";0,033708851;41;0;0,408706353;6500;9;0;1;0;2
"N";0;55;1;0,388320836;4400;4;0;2;0;1
"N";0,052653171;43;0;0,572292191;1984;9;0;0;0;4
"Y";0,880370887;43;0;0,461323764;7523;6;0;1;0;1
"N";0,630073985;38;0;0,563328034;1886;3;0;1;0;0
"N";0,028423247;59;0;0,033982276;14330;12;0;1;0;0
"N";0,457526639;51;0;0,333583302;8000;16;0;2;0;2
"N";0,947264856;28;0;0,467171717;1187;4;0;0;0;0
"N";0,012586354;79;0;0,009596162;2500;11;0;0;0;0
"N";0,007501937;63;0;0,278226307;8050;13;0;2;0;3
"N";0,267905614;76;0;0,285452994;8200;12;0;0;0;0
"N";0,029694361;76;0;0,070513488;9600;7;0;0;0;2
"N";0,305246317;39;0;0,188281635;10154;6;0;1;0;2
"N";0,014049649;27;0;0,352214765;3724;4;0;1;0;1
