"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,754463648;39;0;0,209940017;3500;8;0;0;0;0
"Y";0,964672555;40;3;0,382964747;13700;9;3;1;1;2
"N";0,548458062;64;0;0,209891754;11362;7;0;1;0;2
"N";0,166284079;53;0;0,18827406;8800;7;0;0;0;0
"N";0,221812771;43;0;0,527887839;3280;7;0;1;0;2
"N";0,9999999;39;0;0,241103559;2500;4;0;0;0;0
"N";0,704073982;28;1;0,155201143;4200;8;0;0;0;0
"N";0,061440132;62;0;0,011167837;3133;2;0;0;0;0
"N";0,140110634;31;0;0,689370485;1937;4;0;2;0;0
"N";0,992015968;29;0;0,008064516;2231;1;0;0;0;0
"N";0,070853769;55;0;0,073147745;13793;4;0;1;0;0
"N";0,454971915;46;1;0,016921775;13000;10;0;0;0;1
"N";0,651603452;58;0;0,241135663;7783;11;0;1;0;0
"N";0,827708197;56;0;0,369590815;6793;15;1;1;0;0
"N";0,122295933;29;0;0,694646949;4800;5;0;1;0;0
"N";0,335558577;69;0;0,270448637;15000;14;0;2;0;1
"N";0,029164236;31;0;0,395031809;3300;10;0;1;0;0
"N";0,003749688;64;0;0,004061231;3200;5;0;0;1;0
"N";0,888822236;34;0;0,368403802;3050;4;0;0;0;1
"N";0,24535301;37;0;0,288417167;6500;11;1;1;1;0
"N";0,635415157;32;0;0,519493502;3000;4;0;1;0;1
"N";0,9999999;62;0;0,664221287;8314;8;0;3;0;0
"N";0,096737158;47;0;0,009748781;8000;2;0;0;0;2
"N";0,186987534;52;0;0,023993145;3500;4;0;0;0;0
"N";0,006541851;68;0;0,108089191;10000;10;0;2;0;1
"N";0,06790706;46;0;0,149103029;10200;6;0;2;0;0
"N";0,317975796;34;0;0,297933792;4500;11;0;2;0;0
"N";0,444837661;58;0;0,366545247;14000;9;0;2;1;4
"N";0;59;0;0,351699622;4500;12;0;1;0;0
"N";0;48;0;0,517468688;4550;7;0;2;0;0
"N";0,163037489;81;0;0,086482558;2751;7;0;0;0;1
"N";0,047311582;51;0;0,100920343;3150;5;0;0;0;0
"N";0,093962275;55;0;0,112051635;9450;6;0;2;0;0
"N";0,147996253;55;0;0,323088235;6799;5;0;1;0;0
