"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,65818014;38;1;0,085113375;3042;2;1;0;0;0
"Y";0,964672555;40;3;0,382964747;13700;9;3;1;1;2
"N";0,166284079;53;0;0,18827406;8800;7;0;0;0;0
"N";0,221812771;43;0;0,527887839;3280;7;0;1;0;2
"N";0,9999999;39;0;0,241103559;2500;4;0;0;0;0
"N";0,075426584;32;0;0,085512189;7916;6;0;0;0;0
"N";0,452515828;24;0;0,011761247;3400;1;0;0;0;0
"N";0,9999999;24;0;0,472703063;750;1;0;0;0;0
"N";0,186868556;57;0;0,313812313;7000;9;0;2;0;0
"N";0,881836362;50;3;0,567858035;4000;9;0;1;0;1
"N";0,304490668;52;0;0,808340474;3500;10;0;2;0;0
"N";0,71998531;41;1;0,539554464;5700;14;0;1;0;0
"N";0,061440132;62;0;0,011167837;3133;2;0;0;0;0
"N";0,26948375;64;0;0,16106176;9455;13;0;1;0;3
"N";0,827708197;56;0;0,369590815;6793;15;1;1;0;0
"N";0,122295933;29;0;0,694646949;4800;5;0;1;0;0
"N";0,460376317;37;0;0,074155949;4975;6;0;0;0;0
"N";0,791173628;44;0;0,51241535;3100;5;0;1;0;0
"N";0,010531379;57;0;0,280664917;5714;6;0;1;0;0
"N";0,032617977;75;0;0,006799093;7500;4;0;0;0;0
"N";0,888008615;44;0;0,299246282;4908;8;0;0;0;1
"N";0,114830941;46;0;0,026235802;6250;6;0;0;0;3
"N";0,018886792;80;0;0,003478779;10060;5;0;0;0;0
"N";0,180972181;39;1;0,384441575;3097;7;0;1;0;3
"N";0;61;0;0,2226598;3300;14;0;1;0;0
"N";0,011498563;77;0;0,001998002;1000;1;0;0;0;0
"N";0,21955042;54;0;0,315983758;5417;20;0;2;0;1
"N";0,496911825;40;0;0,452363811;12500;11;0;2;0;2
"N";0,147712223;40;0;0,034847816;6800;6;0;0;0;3
"N";0,323719804;63;0;0,610841267;5146;9;0;2;0;2
"N";0,170103002;36;0;0,138461538;7734;8;0;0;0;0
"N";0,008632035;79;0;0,365151154;4200;9;0;1;0;0
"Y";0,085338293;51;0;0,477503628;6200;11;0;1;0;0
"Y";0,786485406;44;0;0,291709578;3883;7;2;0;2;1
"N";0,9999999;55;0;0,156259612;3250;5;0;0;0;4
"N";0,231692268;40;0;0,119660709;3300;7;0;0;0;0
"N";0,045423864;64;0;0,181311286;5200;4;0;1;0;0
"N";0,030173038;64;0;0,17386957;9000;8;0;1;0;0
"N";0,046640328;92;1;0,034326669;2650;13;0;0;0;0
"N";0,181557324;36;0;0,56071964;2000;7;0;1;0;1
"N";0;76;0;0,002465931;7704;3;0;0;0;0
"N";0,196372799;43;0;0,537485582;2600;10;0;1;0;0
"N";0,06037487;42;0;0,578676723;5833;17;0;2;0;2
"N";0,295928252;47;0;0,283765445;14000;6;0;2;0;1
"N";0,9999999;68;0;0,040493251;6000;0;0;0;0;0
"N";0,053431552;41;0;0,20364404;9000;3;0;1;0;0
"N";0,114561798;40;0;0,359964004;10000;20;0;2;0;2
"N";0,09811305;49;0;0,257017809;6625;9;0;2;0;0
"Y";1,048210842;58;7;0,151956584;3500;12;0;0;0;0
"N";0,011883886;54;0;0,092913547;9750;8;0;1;0;2
"N";0,75264947;33;1;0,058322869;7166;6;0;0;0;0
"N";0,9999999;61;0;0,529548989;1285;3;0;1;0;0
"N";0,051368557;68;0;0,445277361;4668;10;0;1;0;2
"Y";0,220823719;46;1;0,637749121;1705;5;0;0;0;0
"N";0,008099838;69;0;0,389895596;8332;3;0;1;0;0
"N";0,941072508;40;0;0,178184282;8855;9;0;1;0;0
"N";0,112855258;64;0;0,307576329;2652;6;0;1;0;0
"N";0,547887778;29;1;0,24651504;2725;5;0;0;1;0
"N";0,897203427;68;0;0,787803049;4000;8;0;2;0;0
"N";0,035940506;46;0;0,271186441;6666;10;0;1;0;3
"N";0,865423051;48;0;0,075848303;500;1;0;0;0;0
"N";0,696411671;52;0;0,408871921;11000;11;0;1;0;4
"N";0,544497658;32;1;0,166766647;6667;5;1;0;0;0
"N";0,948762809;27;0;0,144948404;4166;5;0;0;0;0
"N";0,016598893;30;0;0,136575616;1500;5;0;0;0;0
"N";0,948978489;57;0;0,043744532;8000;3;0;0;0;1
"N";0;59;0;0;4200;7;0;0;0;1
"N";0,727560021;38;0;0,712458746;2423;6;0;1;0;1
"N";0,053589282;87;0;0,001534331;5213;4;0;0;0;0
"N";0,100773109;41;0;0,199761673;9230;7;0;1;0;0
"N";0,360907571;72;0;0,356679286;3697;6;0;1;0;0
"N";0,9999999;37;0;0,184625639;4500;2;0;0;0;1
"N";0,630073985;38;0;0,563328034;1886;3;0;1;0;0
"N";0,028423247;59;0;0,033982276;14330;12;0;1;0;0
"N";0,143427862;67;0;0,119463561;5666;9;0;0;0;0
"N";0,186682782;30;0;0,698120752;2500;7;0;2;0;2
"N";0,013916922;54;0;0,017655818;4700;7;0;0;0;2
"N";1,047495906;35;2;0,314566116;3871;8;0;2;1;3
"Y";0,739146488;63;1;0,285156885;6150;12;0;0;0;1
"N";0,186890655;54;0;0,655589124;3640;7;0;1;0;1
"N";0,522314625;45;0;0,290229092;14491;13;0;1;0;3
"N";0,305246317;39;0;0,188281635;10154;6;0;1;0;2
"N";0,702493864;63;0;0,582162622;4697;8;0;2;0;1
"N";0,9999999;42;1;0,113421853;6250;3;3;0;1;2
