"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,233809776;30;0;0,036049682;3300;5;0;0;0;0
"N";0,221812771;43;0;0,527887839;3280;7;0;1;0;2
"N";0,704073982;28;1;0,155201143;4200;8;0;0;0;0
"N";0,469056842;31;0;0,048211004;9250;4;0;0;0;1
"N";0,028562367;51;0;0,306381499;5750;5;0;1;0;0
"N";0,655569945;35;0;0,261609907;5813;10;0;0;0;2
"N";0,337520702;60;0;0,549877805;4500;10;0;2;0;0
"N";0,006799093;27;1;0,681045752;764;3;0;0;0;0
"Y";0,13306279;49;1;0,182881653;10257;9;0;2;0;3
"N";0,029164236;31;0;0,395031809;3300;10;0;1;0;0
"N";0;58;0;0,316144874;4886;9;0;1;0;1
"N";0,888822236;34;0;0,368403802;3050;4;0;0;0;1
"N";0,791173628;44;0;0,51241535;3100;5;0;1;0;0
"N";0,032617977;75;0;0,006799093;7500;4;0;0;0;0
"N";0,019387779;34;0;0,32591852;4000;9;0;1;0;0
"N";0,096737158;47;0;0,009748781;8000;2;0;0;0;2
"N";0,006541851;68;0;0,108089191;10000;10;0;2;0;1
"N";0,180972181;39;1;0,384441575;3097;7;0;1;0;3
"N";0,015271802;68;0;0,12290366;8168;6;0;0;0;0
"N";0,21955042;54;0;0,315983758;5417;20;0;2;0;1
"N";0,130902106;48;1;0,427882174;3937;17;0;1;0;0
"N";0,54699881;50;0;0,748071979;3500;9;0;2;0;3
"N";0,072277109;34;0;0,025911708;2083;2;0;0;0;0
"N";0;28;0;0,144616356;3166;7;0;0;0;0
"N";0,040795358;49;0;0,801999355;3100;11;0;1;0;0
"N";0,323719804;63;0;0,610841267;5146;9;0;2;0;2
"N";0,771845631;33;0;0,852429514;5000;7;0;3;0;0
"Y";0,085338293;51;0;0,477503628;6200;11;0;1;0;0
"N";0,043032042;64;0;0,332016389;6833;14;0;2;0;0
"N";1,095083357;53;5;0,536703799;3500;7;1;1;2;0
"N";0,311954668;61;0;0,269281443;9866;12;0;2;0;2
"N";0,021978375;40;0;0,443755624;10000;12;0;5;0;2
"N";0,9999999;66;1;0,358101135;1937;4;1;0;0;0
"N";0,593985244;63;0;0,332698534;5250;4;0;2;0;0
"N";0,455950788;63;1;0,701766078;6001;19;0;2;0;0
"N";0,125429152;55;0;0,476704659;5000;3;0;2;0;0
"N";0,15576324;44;0;0,278077082;4825;4;0;1;0;2
"N";0,181713732;57;0;0,130453416;11666;17;0;1;0;1
"N";0,941072508;40;0;0,178184282;8855;9;0;1;0;0
"N";0,371875401;29;0;0,53628857;2300;9;0;1;0;3
"N";0,025856408;67;0;0,083799311;13054;13;0;1;0;0
"N";0,25889775;33;0;0,537441339;4900;3;0;1;0;1
"N";0,9999999;66;0;0,046633911;11600;2;0;0;0;1
"N";0,081238383;51;0;0,066830086;7750;14;0;0;0;2
"N";0,283821988;63;0;0,750200803;1244;9;0;0;0;0
"N";0;55;1;0,388320836;4400;4;0;2;0;1
"N";0,630073985;38;0;0,563328034;1886;3;0;1;0;0
"N";0,143427862;67;0;0,119463561;5666;9;0;0;0;0
"N";0,186682782;30;0;0,698120752;2500;7;0;2;0;2
"Y";0,739146488;63;1;0,285156885;6150;12;0;0;0;1
"N";0,186890655;54;0;0,655589124;3640;7;0;1;0;1
"N";0,017043518;43;0;0,10821382;2300;6;0;0;0;1
"N";0,466334165;34;2;0,007495315;3201;3;0;0;0;0
"N";0,029694361;76;0;0,070513488;9600;7;0;0;0;2
"N";0,305246317;39;0;0,188281635;10154;6;0;1;0;2
"N";0,002556199;58;0;0,115826132;7752;17;0;0;0;2
"N";0,088845558;62;0;0,073772011;5394;5;0;0;0;0
"N";0,014049649;27;0;0,352214765;3724;4;0;1;0;1
"N";0,179487766;51;0;0,492529978;10173;19;0;4;0;0
"N";0,020074662;36;0;0,334245422;4750;5;0;1;0;0
"Y";0,733885463;49;2;0,369223765;8785;20;0;2;0;2
"N";0,03157211;39;0;0,644706486;3900;14;0;1;0;1
"N";0,397702982;38;0;0,41627543;5750;6;0;1;0;2
"N";0,006956358;52;0;0,003278689;2439;4;0;0;0;0
"N";0,073251754;51;0;0,446688128;10250;9;0;1;0;2
"N";0,922670104;40;0;0,207789429;9345;7;0;0;0;0
"N";0,051077957;74;0;0,306409131;3416;9;0;1;0;0
"N";0;57;0;0,785229953;6783;8;0;3;0;0
"N";0,028910707;52;0;0,013543599;5389;7;0;0;0;2
"N";0,067901335;69;0;0,065493451;10000;5;0;1;0;0
"N";0,023382944;84;0;0,00912845;4600;6;0;0;0;0
"N";0;37;0;0,177007047;7236;5;0;1;0;3
"N";0,057867667;81;0;0,145685279;3939;13;0;0;0;0
"N";0,07807727;60;0;0,566105156;3917;14;0;1;0;2
"N";0,201943642;46;0;0,394460554;10000;15;0;2;0;3
"N";0,205676486;57;0;0,130309575;8333;8;0;1;0;0
"N";0,745173448;68;0;0,168767792;4917;4;0;1;0;0
"N";0,640927271;53;4;0,52409692;11266;17;0;2;0;3
"N";0,045017363;72;0;0,020763907;3900;8;0;0;0;0
"N";0,401789055;55;0;0,412779302;2550;11;0;0;0;0
"N";0;27;2;0,229139073;2264;5;2;0;1;0
"N";0,993335555;31;0;0,068227425;4484;6;0;0;0;1
"N";0,183676155;33;0;0,660528423;2497;9;0;1;0;0
"N";0,290320472;48;0;0,262848568;7996;7;0;1;0;3
"N";0,289470539;44;0;0,4825614;8916;17;0;2;0;1
"Y";0,814154511;50;1;0,297139683;3600;8;0;1;1;1
"N";0,016406971;55;0;0,001785714;5599;3;0;0;0;2
"N";0,551889862;42;1;0,790613718;3600;18;0;2;0;1
"N";0,581815774;45;0;0,724784402;8000;11;0;2;0;0
"Y";0,955545894;52;1;0,524949909;10480;11;0;3;0;1
"N";0,188256123;27;0;0,881825173;3900;6;0;1;0;1
"N";0,484099985;40;0;0,423251505;10794;9;0;2;0;2
"N";0;30;0;0;4700;1;0;0;0;1
"N";0,622524722;43;0;0,353883732;10234;8;0;1;0;0
"N";0,008684579;75;0;0,0013269;8289;5;0;0;0;0
"N";0,697812691;31;0;0,236980252;12000;10;0;0;0;1
"N";0,650432993;61;0;0,368063194;10000;10;0;1;0;1
"N";0,9999999;40;0;0,185755935;2400;1;2;0;0;0
"N";0,181579946;54;0;0,3539428;6048;9;0;1;0;1
"N";0,048911121;63;0;0,102800764;6283;4;0;0;0;1
"N";0,733914381;33;0;0,158975542;4333;7;1;0;0;1
"N";0,211206477;44;1;0,2138395;2080;13;1;0;1;0
"N";0,184476515;32;0;0,444956049;7166;11;0;2;0;0
"N";0;52;0;0,444444444;3500;5;0;2;0;1
"N";0,063688754;41;0;0,266876688;6665;8;0;0;0;1
"N";0,046740048;57;0;0,404799866;11916;13;0;3;0;0
"N";0,057887851;56;0;0,238127698;4400;13;0;1;0;1
"N";0,021319787;64;0;0,24496788;2334;13;0;1;0;0
"N";0,569824212;40;0;0,361421689;11000;18;0;1;0;2
"N";0,042534081;69;0;0,009690817;6500;4;0;0;0;1
"N";0,099724251;80;0;0,008908281;11000;3;0;0;0;0
"N";0,175434349;47;0;0,149077983;4500;9;0;0;0;0
