"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"Y";0,766126609;45;2;0,802982129;9120;13;0;6;0;2
"N";0,754463648;39;0;0,209940017;3500;8;0;0;0;0
"N";0,010351857;46;0;0,298354075;12454;13;0;2;0;2
"Y";0,964672555;40;3;0,382964747;13700;9;3;1;1;2
"N";0,166284079;53;0;0,18827406;8800;7;0;0;0;0
"N";0,221812771;43;0;0,527887839;3280;7;0;1;0;2
"N";0,200923382;43;0;0,430046338;12300;10;0;2;0;0
"N";0,034421473;69;0;0,042383047;2500;17;0;0;0;1
"N";0,71998531;41;1;0,539554464;5700;14;0;1;0;0
"N";0,718705378;28;0;0,170125614;3661;4;0;0;0;1
"N";0,992015968;29;0;0,008064516;2231;1;0;0;0;0
"N";0,454971915;46;1;0,016921775;13000;10;0;0;0;1
"N";0,651603452;58;0;0,241135663;7783;11;0;1;0;0
"N";0,460376317;37;0;0,074155949;4975;6;0;0;0;0
"N";0,335558577;69;0;0,270448637;15000;14;0;2;0;1
"N";0,363199686;32;0;0,480523957;2900;4;0;1;0;0
"N";0,019387779;34;0;0,32591852;4000;9;0;1;0;0
"N";0,634485057;52;0;0,138238573;2690;2;0;0;0;0
"N";0,018886792;80;0;0,003478779;10060;5;0;0;0;0
"N";0,015271802;68;0;0,12290366;8168;6;0;0;0;0
"N";0;48;0;0,517468688;4550;7;0;2;0;0
"N";0,047311582;51;0;0,100920343;3150;5;0;0;0;0
"N";0,21955042;54;0;0,315983758;5417;20;0;2;0;1
"N";0,147996253;55;0;0,323088235;6799;5;0;1;0;0
"N";0,496911825;40;0;0,452363811;12500;11;0;2;0;2
"N";0,050789842;30;0;0,315171207;4000;4;0;1;0;1
"N";0,012682366;60;0;0,412979783;6825;20;0;2;0;0
"N";0,040795358;49;0;0,801999355;3100;11;0;1;0;0
"N";0,147712223;40;0;0,034847816;6800;6;0;0;0;3
"N";0;50;1;0,726566993;3477;5;0;1;0;1
"N";0,16653274;53;0;0,543625949;7506;11;0;3;0;3
"N";0,714980139;55;0;0,47090194;15000;12;0;2;0;3
"N";0,043032042;64;0;0,332016389;6833;14;0;2;0;0
"N";0,045423864;64;0;0,181311286;5200;4;0;1;0;0
"N";0,030173038;64;0;0,17386957;9000;8;0;1;0;0
"N";0,443696851;27;0;0,024340075;5833;4;0;0;0;0
"N";0,009025178;45;0;0,376836435;8167;4;0;1;0;2
"N";0,080288098;37;0;0,322446259;6000;7;0;1;0;0
"N";0,196372799;43;0;0,537485582;2600;10;0;1;0;0
"N";0,034833091;67;0;0,460246187;12916;9;0;2;0;0
"N";0,06037487;42;0;0,578676723;5833;17;0;2;0;2
"Y";0,973339258;61;1;0,209961825;5500;11;0;0;1;1
"N";0,002856735;73;0;0,000285687;10500;10;0;0;0;0
"N";0,732660667;44;2;0,14041952;9200;15;0;1;0;0
"N";0,012151003;78;0;0,008886914;4500;12;0;0;0;0
"N";0,081310737;81;0;0,165566887;3333;4;0;0;0;0
"Y";1,048210842;58;7;0,151956584;3500;12;0;0;0;0
"N";0,011883886;54;0;0,092913547;9750;8;0;1;0;2
"N";0,15576324;44;0;0,278077082;4825;4;0;1;0;2
"N";0,976531824;32;0;0,264078812;6800;6;0;0;0;2
"N";0,267541336;59;0;0,637607437;5700;13;0;2;0;1
"N";0,019779326;76;0;0,267149259;2900;9;0;0;0;0
"N";0,029816467;68;0;0,175139978;4464;12;0;1;0;1
"Y";0,220823719;46;1;0,637749121;1705;5;0;0;0;0
"N";0,144878408;66;0;0,28446242;8900;9;0;1;0;0
"N";0,679813777;83;0;0,689589756;4216;6;0;2;0;0
"N";0,081238383;51;0;0,066830086;7750;14;0;0;0;2
"N";0,426371142;62;1;0,406053995;3666;15;0;1;0;0
"N";1,00264667;38;2;0,472542946;3550;8;1;0;1;4
"N";0,283821988;63;0;0,750200803;1244;9;0;0;0;0
"N";0,155240525;52;0;0,483518065;6946;15;0;2;0;1
"N";0,687779097;62;0;0,249471161;7090;15;0;0;0;0
"N";0;29;0;0,193935355;3000;7;0;0;0;0
"N";0;55;1;0,388320836;4400;4;0;2;0;1
"N";0,053589282;87;0;0,001534331;5213;4;0;0;0;0
"N";0,399946674;28;0;0,189702574;4000;6;0;0;0;1
"N";0,072318616;71;0;0,426412462;4300;8;0;2;0;1
"N";0,335737457;50;0;0,45722203;5773;9;0;1;0;1
"N";0,9999999;37;0;0,184625639;4500;2;0;0;0;1
"N";0,012586354;79;0;0,009596162;2500;11;0;0;0;0
"Y";0,739146488;63;1;0,285156885;6150;12;0;0;0;1
"N";0,267905614;76;0;0,285452994;8200;12;0;0;0;0
"N";0,088845558;62;0;0,073772011;5394;5;0;0;0;0
"N";0,179487766;51;0;0,492529978;10173;19;0;4;0;0
"N";0,026885902;36;0;0,344879921;11200;6;0;2;0;2
"N";0,07083751;64;0;0,255290785;6000;6;0;0;0;1
"N";0,971352432;24;0;0,035803497;1200;3;0;0;0;0
"N";0,9999999;79;0;0,130140954;5178;6;0;1;0;0
"N";0,010887967;55;0;0,725137431;2000;7;0;2;0;0
"N";0,686083014;57;0;0,16069592;11667;6;1;1;0;2
"N";0,297094601;43;1;0,603763294;3666;9;0;1;0;2
