"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,221812771;43;0;0,527887839;3280;7;0;1;0;2
"N";0,04656027;58;0;0,241621845;2416;9;0;1;0;0
"N";0,9999999;75;1;0,134078212;3400;1;0;1;0;1
"N";0,363636364;26;0;0,00999001;1000;1;0;0;0;0
"N";0,304490668;52;0;0,808340474;3500;10;0;2;0;0
"N";0,718705378;28;0;0,170125614;3661;4;0;0;0;1
"N";0,070853769;55;0;0,073147745;13793;4;0;1;0;0
"N";0,651603452;58;0;0,241135663;7783;11;0;1;0;0
"N";0,750873672;55;2;0,316416365;7723;17;0;1;0;1
"N";0,827708197;56;0;0,369590815;6793;15;1;1;0;0
"N";0,335558577;69;0;0,270448637;15000;14;0;2;0;1
"N";0,054497069;56;0;0,492021814;4950;18;0;2;0;0
"N";0;58;0;0,316144874;4886;9;0;1;0;1
"N";0,791173628;44;0;0,51241535;3100;5;0;1;0;0
"N";0,634485057;52;0;0,138238573;2690;2;0;0;0;0
"N";0,635415157;32;0;0,519493502;3000;4;0;1;0;1
"N";0,317975796;34;0;0,297933792;4500;11;0;2;0;0
"N";0,444837661;58;0;0,366545247;14000;9;0;2;1;4
"N";0;48;0;0,517468688;4550;7;0;2;0;0
"N";0,047311582;51;0;0,100920343;3150;5;0;0;0;0
"N";0,496911825;40;0;0,452363811;12500;11;0;2;0;2
"N";0,072277109;34;0;0,025911708;2083;2;0;0;0;0
"N";0,175932019;57;1;0,655812625;3500;9;0;1;0;1
"N";0,147712223;40;0;0,034847816;6800;6;0;0;0;3
"N";0,170103002;36;0;0,138461538;7734;8;0;0;0;0
"N";0,771845631;33;0;0,852429514;5000;7;0;3;0;0
"N";0,008632035;79;0;0,365151154;4200;9;0;1;0;0
"N";0,068335151;75;0;0,010927876;10065;9;0;0;0;0
"Y";0,085338293;51;0;0,477503628;6200;11;0;1;0;0
"N";1,095083357;53;5;0,536703799;3500;7;1;1;2;0
"N";0,9999999;55;0;0,156259612;3250;5;0;0;0;4
"N";0,045423864;64;0;0,181311286;5200;4;0;1;0;0
"N";0,078738916;46;0;0,166215372;4800;6;0;1;0;4
"N";0,593985244;63;0;0,332698534;5250;4;0;2;0;0
"N";0,009025178;45;0;0,376836435;8167;4;0;1;0;2
"N";0,181557324;36;0;0,56071964;2000;7;0;1;0;1
"N";0,196372799;43;0;0,537485582;2600;10;0;1;0;0
"N";0,083945242;64;0;0,588073078;2900;6;0;1;0;0
"N";0,034833091;67;0;0,460246187;12916;9;0;2;0;0
"N";0,125429152;55;0;0,476704659;5000;3;0;2;0;0
"N";0,012151003;78;0;0,008886914;4500;12;0;0;0;0
"N";0,011883886;54;0;0,092913547;9750;8;0;1;0;2
"N";0,15576324;44;0;0,278077082;4825;4;0;1;0;2
"N";0;63;0;0,007988922;9387;9;0;0;0;0
"N";0,976531824;32;0;0,264078812;6800;6;0;0;0;2
"Y";0,220823719;46;1;0,637749121;1705;5;0;0;0;0
"N";0,008099838;69;0;0,389895596;8332;3;0;1;0;0
"N";0,074256375;49;0;0,347930414;5000;11;0;2;0;3
"N";0,144878408;66;0;0,28446242;8900;9;0;1;0;0
"N";0,025856408;67;0;0,083799311;13054;13;0;1;0;0
"N";0,016598893;30;0;0,136575616;1500;5;0;0;0;0
"N";0,063329564;37;0;0,329935275;6179;6;0;1;0;3
"N";0,093638481;49;0;0,042836573;8333;10;0;0;0;1
"N";0;37;0;0,184027338;7900;5;0;1;0;5
"N";0,727560021;38;0;0,712458746;2423;6;0;1;0;1
"N";0,033708851;41;0;0,408706353;6500;9;0;1;0;2
"N";0,053589282;87;0;0,001534331;5213;4;0;0;0;0
"N";0,9999999;30;0;0,090341011;5600;1;0;0;0;0
"N";0,630073985;38;0;0,563328034;1886;3;0;1;0;0
"N";0,143427862;67;0;0,119463561;5666;9;0;0;0;0
"N";0,947264856;28;0;0,467171717;1187;4;0;0;0;0
"Y";0,739146488;63;1;0,285156885;6150;12;0;0;0;1
"N";0,903231566;57;0;0,13080895;5228;10;0;0;0;0
"N";0,9999999;60;0;0;4200;0;0;0;0;0
"N";0,702493864;63;0;0,582162622;4697;8;0;2;0;1
"N";0,020074662;36;0;0,334245422;4750;5;0;1;0;0
"N";0,03157211;39;0;0,644706486;3900;14;0;1;0;1
"N";0;73;0;0,386728192;4550;18;0;0;0;0
"N";0,003851709;81;0;0,000822143;3648;1;0;0;0;1
"N";0,051077957;74;0;0,306409131;3416;9;0;1;0;0
"N";0,319190816;49;0;0,358153388;9400;18;0;2;0;0
"N";0,799981673;61;3;0,671076012;5064;19;0;3;1;0
"N";0,740635161;39;0;0,432010059;5566;7;0;1;0;0
"N";0,9999999;32;2;0,095584668;2060;1;0;0;0;0
"N";0,9999999;33;1;0,257707218;5416;2;2;1;0;1
"N";0,057867667;81;0;0,145685279;3939;13;0;0;0;0
"Y";0,57985084;42;0;0,594224361;2700;8;0;0;0;0
"N";0,079178219;82;0;0,176964607;5000;3;0;1;0;0
"N";0,640927271;53;4;0,52409692;11266;17;0;2;0;3
"N";0,719305764;64;0;0,186225718;6228;5;0;1;0;0
"N";0,045017363;72;0;0,020763907;3900;8;0;0;0;0
"N";0,173428408;51;1;0,086269282;5250;11;0;0;0;0
"N";0,018124667;60;0;0,023181455;1250;4;0;0;0;1
"Y";0,9999999;54;0;0,228402866;2372;2;0;0;1;0
