"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,957151019;40;0;0,121876201;2600;4;0;0;0;1
"N";0,65818014;38;1;0,085113375;3042;2;1;0;0;0
"N";0,01879812;51;0;0,53152876;6501;7;0;2;0;2
"Y";0,964672555;40;3;0,382964747;13700;9;3;1;1;2
"N";0,548458062;64;0;0,209891754;11362;7;0;1;0;2
"N";0,9999999;39;0;0,241103559;2500;4;0;0;0;0
"N";0,075426584;32;0;0,085512189;7916;6;0;0;0;0
"N";0,034421473;69;0;0,042383047;2500;17;0;0;0;1
"N";0,704073982;28;1;0,155201143;4200;8;0;0;0;0
"N";0,186868556;57;0;0,313812313;7000;9;0;2;0;0
"N";0,469056842;31;0;0,048211004;9250;4;0;0;0;1
"N";0,061440132;62;0;0,011167837;3133;2;0;0;0;0
"N";0,834048027;38;0;0,393662026;13000;13;0;2;0;2
"Y";0,728150491;31;0;0,824725092;3000;10;0;2;0;1
"N";0,401199782;64;0;0,351258937;3216;4;0;1;0;0
"N";0,027399502;69;0;0,00803428;5600;3;0;0;0;0
"N";0;67;0;0,540983607;3720;2;0;1;0;0
"N";0,750873672;55;2;0,316416365;7723;17;0;1;0;1
"N";0,004264079;31;0;0,111444278;2000;6;1;0;0;2
"N";0,26948375;64;0;0,16106176;9455;13;0;1;0;3
"N";0,827708197;56;0;0,369590815;6793;15;1;1;0;0
"N";0,234218112;36;0;0,116614347;8600;19;0;0;0;3
"N";0,183316667;52;0;0,111131623;10833;14;0;2;0;1
"N";0,054497069;56;0;0,492021814;4950;18;0;2;0;0
"N";0,003749688;64;0;0,004061231;3200;5;0;0;1;0
"N";0,24535301;37;0;0,288417167;6500;11;1;1;1;0
"N";0,032617977;75;0;0,006799093;7500;4;0;0;0;0
"N";0,015271802;68;0;0,12290366;8168;6;0;0;0;0
"N";0,297594642;67;0;0,239507959;4145;13;0;0;0;0
"N";0,444837661;58;0;0,366545247;14000;9;0;2;1;4
"N";0,072277109;34;0;0,025911708;2083;2;0;0;0;0
"N";0;48;2;0,370876375;3000;14;0;1;0;5
"N";0,36459777;42;0;0,593899089;6916;7;0;3;0;0
"N";0,05538241;72;0;0,089091313;4500;4;0;0;0;0
"N";0,008632035;79;0;0,365151154;4200;9;0;1;0;0
"N";0,167571389;69;0;0,330733853;5000;10;0;1;0;1
"N";0,9999999;69;0;0,005319149;2255;0;1;0;0;3
"N";0,101430135;80;1;0,016196761;5000;9;0;0;0;0
"N";0,035489848;69;0;0,308438695;3400;9;0;1;0;0
"N";0,078738916;46;0;0,166215372;4800;6;0;1;0;4
"N";0,021978375;40;0;0,443755624;10000;12;0;5;0;2
"N";0,611865678;72;0;0,04578345;7600;3;0;1;0;0
"N";0,455950788;63;1;0,701766078;6001;19;0;2;0;0
"N";0,147123525;41;0;0,436025621;6400;5;0;1;0;2
"Y";0,973339258;61;1;0,209961825;5500;11;0;0;1;1
"N";0,112321289;53;0;0,266909775;8500;9;0;1;0;5
"N";0;63;0;0,007988922;9387;9;0;0;0;0
"N";0,181713732;57;0;0,130453416;11666;17;0;1;0;1
"N";0;44;0;0,326383681;6666;4;0;2;0;1
"N";0,941072508;40;0;0,178184282;8855;9;0;1;0;0
"N";0,9999999;62;0;0;5480;3;0;0;0;0
"N";0,074256375;49;0;0,347930414;5000;11;0;2;0;3
"N";0,191001932;54;0;0,705627706;5081;10;0;2;0;2
"N";0,547887778;29;1;0,24651504;2725;5;0;0;1;0
"N";0,25889775;33;0;0,537441339;4900;3;0;1;0;1
"N";0,696411671;52;0;0,408871921;11000;11;0;1;0;4
"N";0,016598893;30;0;0,136575616;1500;5;0;0;0;0
"N";0,063329564;37;0;0,329935275;6179;6;0;1;0;3
"N";0,426371142;62;1;0,406053995;3666;15;0;1;0;0
"N";0,283821988;63;0;0,750200803;1244;9;0;0;0;0
"N";0,072318616;71;0;0,426412462;4300;8;0;2;0;1
"N";0,9999999;30;0;0,090341011;5600;1;0;0;0;0
"N";0,507972665;69;2;0,193935355;3000;10;2;0;2;0
"N";0,9999999;37;0;0,184625639;4500;2;0;0;0;1
"N";0,947264856;28;0;0,467171717;1187;4;0;0;0;0
"N";0,013916922;54;0;0,017655818;4700;7;0;0;0;2
"N";0,292541492;74;0;0,164917541;2000;3;0;0;0;0
"N";0,024240472;64;0;0,101514142;10500;20;0;1;0;0
"N";0,047650102;63;0;0,387956894;9000;6;0;2;0;0
"N";0,186890655;54;0;0,655589124;3640;7;0;1;0;1
"N";0,903231566;57;0;0,13080895;5228;10;0;0;0;0
"N";0,9999999;60;0;0;4200;0;0;0;0;0
"N";0,088845558;62;0;0,073772011;5394;5;0;0;0;0
"N";0,179487766;51;0;0,492529978;10173;19;0;4;0;0
"N";0,020074662;36;0;0,334245422;4750;5;0;1;0;0
"Y";0,733885463;49;2;0,369223765;8785;20;0;2;0;2
"N";0,799981673;61;3;0,671076012;5064;19;0;3;1;0
"N";0,740635161;39;0;0,432010059;5566;7;0;1;0;0
"N";0,023382944;84;0;0,00912845;4600;6;0;0;0;0
"N";0,9999999;33;1;0,257707218;5416;2;2;1;0;1
"N";0,057867667;81;0;0,145685279;3939;13;0;0;0;0
"N";0,201943642;46;0;0,394460554;10000;15;0;2;0;3
"N";0,073123172;33;0;0,216405216;5290;9;0;0;0;0
"N";0,745173448;68;0;0,168767792;4917;4;0;1;0;0
"N";0,10088331;52;1;0,280494456;5500;6;1;1;0;2
"N";0,347665233;46;0;0,041583367;2500;1;0;0;0;1
