"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,644225962;30;0;0,30947621;2500;5;0;0;0;0
"Y";0,964672555;40;3;0,382964747;13700;9;3;1;1;2
"N";0,166284079;53;0;0,18827406;8800;7;0;0;0;0
"Y";0,025655677;38;0;0,475841386;3000;7;0;1;0;2
"N";0,075426584;32;0;0,085512189;7916;6;0;0;0;0
"N";0,140110634;31;0;0,689370485;1937;4;0;2;0;0
"N";0,834048027;38;0;0,393662026;13000;13;0;2;0;2
"N";0,028562367;51;0;0,306381499;5750;5;0;1;0;0
"N";0,454971915;46;1;0,016921775;13000;10;0;0;0;1
"N";0,651603452;58;0;0,241135663;7783;11;0;1;0;0
"N";0,027399502;69;0;0,00803428;5600;3;0;0;0;0
"N";0,750873672;55;2;0,316416365;7723;17;0;1;0;1
"N";0,006799093;27;1;0,681045752;764;3;0;0;0;0
"N";0,460376317;37;0;0,074155949;4975;6;0;0;0;0
"N";0;58;0;0,316144874;4886;9;0;1;0;1
"N";0,003749688;64;0;0,004061231;3200;5;0;0;1;0
"Y";0,734477501;45;0;0,591477634;4716;13;0;2;0;2
"N";0,080564168;60;0;0,487288997;4916;15;0;2;0;0
"N";0,791173628;44;0;0,51241535;3100;5;0;1;0;0
"N";0,003108849;57;0;0,258939285;8333;7;0;1;0;0
"N";0,06790706;46;0;0,149103029;10200;6;0;2;0;0
"N";0,317975796;34;0;0,297933792;4500;11;0;2;0;0
"N";0,444837661;58;0;0,366545247;14000;9;0;2;1;4
"N";0,011498563;77;0;0,001998002;1000;1;0;0;0;0
"N";0,083880003;53;0;0,199647533;7943;8;0;1;0;0
"N";0,147996253;55;0;0,323088235;6799;5;0;1;0;0
"N";0,496911825;40;0;0,452363811;12500;11;0;2;0;2
"N";0,54699881;50;0;0,748071979;3500;9;0;2;0;3
"N";0,050789842;30;0;0,315171207;4000;4;0;1;0;1
"N";0,012682366;60;0;0,412979783;6825;20;0;2;0;0
"N";0;50;1;0,726566993;3477;5;0;1;0;1
"N";0,771845631;33;0;0,852429514;5000;7;0;3;0;0
"N";0,068335151;75;0;0,010927876;10065;9;0;0;0;0
"N";0;41;0;0,907538526;2400;6;0;1;0;0
"N";0,101430135;80;1;0,016196761;5000;9;0;0;0;0
"N";0,035489848;69;0;0,308438695;3400;9;0;1;0;0
"N";0,311954668;61;0;0,269281443;9866;12;0;2;0;2
"N";0,443696851;27;0;0,024340075;5833;4;0;0;0;0
"N";0,9999999;62;0;0,04965839;6000;1;0;0;0;0
"N";0,611865678;72;0;0,04578345;7600;3;0;1;0;0
"N";0,260271523;44;0;0,296854804;6962;11;0;1;0;0
"N";0,196372799;43;0;0,537485582;2600;10;0;1;0;0
"N";0,125429152;55;0;0,476704659;5000;3;0;2;0;0
"N";0,295928252;47;0;0,283765445;14000;6;0;2;0;1
"N";0,114561798;40;0;0,359964004;10000;20;0;2;0;2
"N";0,634327056;49;1;0,123125125;15000;7;0;0;0;1
"N";0,010402205;68;0;0,094140517;3600;6;0;1;0;0
"N";0,029816467;68;0;0,175139978;4464;12;0;1;0;1
"N";0,909538698;53;1;0,595653913;7500;16;0;1;0;1
"N";0,991667222;36;1;0,554878049;5411;10;0;2;0;1
"N";0,9999999;62;0;0;5480;3;0;0;0;0
"N";0,9999999;66;0;0,046633911;11600;2;0;0;0;1
"N";0,465238835;66;0;0,391427671;3172;8;1;1;0;0
"N";0,063329564;37;0;0,329935275;6179;6;0;1;0;3
"N";0,426371142;62;1;0,406053995;3666;15;0;1;0;0
"N";0,948978489;57;0;0,043744532;8000;3;0;0;0;1
"N";0,9999999;30;0;0,090341011;5600;1;0;0;0;0
"N";0,335737457;50;0;0,45722203;5773;9;0;1;0;1
"N";0,028423247;59;0;0,033982276;14330;12;0;1;0;0
"N";0,186682782;30;0;0,698120752;2500;7;0;2;0;2
"N";0,457526639;51;0;0,333583302;8000;16;0;2;0;2
"N";0,013916922;54;0;0,017655818;4700;7;0;0;0;2
"N";0,024240472;64;0;0,101514142;10500;20;0;1;0;0
"N";0,466334165;34;2;0,007495315;3201;3;0;0;0;0
"N";0,9999999;60;0;0;4200;0;0;0;0;0
"N";0,742436041;52;0;0,414081023;9700;10;0;2;0;0
"N";0,006666097;27;0;0,000268637;7444;5;0;0;0;0
"N";0,020074662;36;0;0,334245422;4750;5;0;1;0;0
"N";0,397702982;38;0;0,41627543;5750;6;0;1;0;2
"N";0,9999999;79;0;0,130140954;5178;6;0;1;0;0
"N";0,010887967;55;0;0,725137431;2000;7;0;2;0;0
"N";0,051077957;74;0;0,306409131;3416;9;0;1;0;0
"N";0,023382944;84;0;0,00912845;4600;6;0;0;0;0
"N";0,077958915;57;0;0,053530226;6500;19;0;0;0;0
"N";0,205676486;57;0;0,130309575;8333;8;0;1;0;0
"N";0,029643294;50;0;0,399106478;9400;15;3;4;0;0
"N";0,058271403;76;0;0,374304267;4311;7;0;1;0;0
"N";0,173428408;51;1;0,086269282;5250;11;0;0;0;0
"N";0,401789055;55;0;0,412779302;2550;11;0;0;0;0
"N";0,301152442;46;0;0,254661625;7668;10;0;1;0;3
"N";0,067512585;43;0;0,44723563;9115;4;0;2;0;0
"N";0;75;0;0,205971968;1640;4;0;0;0;1
"N";0,38480769;42;0;0,533099636;7416;5;0;1;0;3
"N";0,018124667;60;0;0,023181455;1250;4;0;0;0;1
"N";0,078497383;52;0;0,207274054;8220;5;0;1;0;3
"N";0,01255887;62;0;0,044762033;7416;5;0;0;0;0
"N";0,188256123;27;0;0,881825173;3900;6;0;1;0;1
"N";0,484099985;40;0;0,423251505;10794;9;0;2;0;2
"N";0,277436128;59;0;0,388566694;3620;8;0;1;0;1
"N";0,622524722;43;0;0,353883732;10234;8;0;1;0;0
"N";0,03929607;48;0;0,480393478;7420;10;0;2;0;0
"N";0,064835195;56;2;0,197624587;8166;10;0;1;0;0
"N";0,836294011;29;3;0,260170076;4350;8;0;1;0;1
"N";0,106531463;78;0;0,024303074;5595;9;0;0;0;0
"N";0,021741679;70;0;0,187762448;5000;11;0;1;0;0
"N";0,269257489;44;0;0,607594937;1500;7;0;0;0;3
"N";0,016995185;62;0;0,002301937;5212;4;0;0;0;0
"N";0;56;0;0;6200;2;0;0;0;0
"N";0,336596148;36;0;0,08037225;1181;2;0;0;0;0
"N";0;65;0;0,416379181;6666;10;0;1;0;0
"N";0,914867126;40;0;0,517037339;4900;7;0;1;0;1
"N";0,004595129;52;0;0,39095856;7166;7;0;1;0;0
"N";0,180162143;40;0;0,448326668;9501;15;0;2;0;1
"N";0,410946459;56;0;0,712194056;4575;16;0;1;0;0
"N";0,116188171;33;0;0,043739065;4000;9;0;0;0;0
"N";0,073191767;54;0;0,020708083;4490;4;0;0;0;0
"Y";0,987668722;39;5;0,691279186;5010;14;0;2;0;2
"N";0,475252475;38;1;0,428628549;2500;8;1;0;0;0
"N";0,084589254;76;0;0,044093178;1201;8;0;0;0;0
"N";0,659178931;39;0;0,285324697;5866;6;0;1;0;1
"N";0,082452074;57;0;0,89117395;3500;12;0;1;0;1
"N";0,072377744;48;0;0,399050079;12000;9;0;2;0;0
"N";0,9999999;32;0;0,132716821;4000;1;0;0;0;1
"N";0,015293506;50;0;0,372513562;1105;13;0;0;0;0
"N";0,00054943;59;0;0;2236;4;0;0;0;0
"N";0,4275909;39;0;0,342354782;10862;14;1;2;0;0
"N";0,083486086;71;0;0,170705631;5611;4;0;1;0;0
"N";0,01087466;82;0;0,001287001;7769;6;0;0;0;0
"N";0,075627307;60;0;0,193786454;8400;9;0;1;0;0
"N";0,013218661;57;0;0,085321957;7500;10;0;1;0;0
"N";0,040536902;34;0;0,644091034;3646;11;0;1;0;0
"N";0,19877594;83;0;0,217065334;2800;9;0;0;0;0
"N";0,178964154;56;0;0,552930754;6772;6;0;1;0;1
"N";0,158100266;45;2;0,475322703;3950;19;0;1;0;1
"N";0,626266154;56;0;0,142385321;5449;5;0;0;0;0
"N";0;31;0;0,432783608;2000;9;0;1;0;0
"N";0,335445712;40;0;0,344679838;4200;6;0;2;1;0
"N";0,235225157;37;0;0,335036659;4500;5;0;1;0;1
"N";0,835311508;31;1;0,332527053;7854;9;0;1;0;0
"Y";0,778719498;81;0;0,53801306;4287;11;0;2;0;0
"N";0,000237284;64;0;0,427787663;6743;10;0;1;0;0
"N";0,086492476;64;0;0,074734316;5833;8;0;1;0;1
"N";0,222472191;30;0;0,589815683;3200;4;0;1;0;0
"N";0,452864285;49;0;0,330947228;6006;10;0;1;0;1
"N";0,48987523;34;0;0,319171724;2800;3;0;0;0;1
"N";0,037379559;37;0;0,333851794;9000;11;0;2;0;0
"N";0,9999999;36;0;0,194963754;2620;3;0;0;0;0
"N";0,288592785;51;0;0,226213976;10131;4;0;2;0;3
"N";0,222506167;59;0;0,271467415;11400;9;0;2;0;0
"N";0,391045602;24;0;0,069040925;3200;11;0;0;0;0
"N";0,041366785;45;0;0,224577542;10000;8;0;0;0;2
"N";0,127159603;63;0;0,454098361;5489;20;0;4;0;0
"N";0,03737868;76;1;0,372787227;2880;8;0;1;0;0
"N";0,9999999;47;0;0,370691923;3800;6;0;0;0;1
"N";0;35;0;0;1500;3;0;0;0;0
"N";0,133613717;43;1;0,421048246;12000;14;0;3;1;2
"N";0,630901661;73;0;0,047400612;4577;3;0;0;0;0
"Y";1,004421666;48;3;0,605098725;4000;10;0;2;0;1
"N";0,016658432;53;0;0,315187201;9000;6;0;1;0;0
"N";0,700331051;45;1;0,546448087;8966;11;0;2;0;1
"N";0,066928871;35;0;0,611050027;3637;5;0;1;0;2
"N";0,666948696;56;0;0,185055253;5700;7;0;0;0;0
"Y";0,017558727;47;0;0,53540175;2513;10;1;1;0;0
"N";0,115428519;41;0;0,278969295;6480;12;1;1;1;0
"N";0,9999999;32;0;0,178302196;3050;1;0;0;1;2
"N";0,9999999;38;1;0,134071341;6503;1;0;0;0;3
"N";0,643133922;47;0;0,158997955;7823;3;0;0;0;0
"N";0,546015655;39;0;0,407318536;5000;8;0;1;0;0
"N";0,135083219;58;0;0,065139307;10300;7;0;0;0;2
"N";0,391214634;39;1;0,287181335;11100;8;0;2;0;2
"N";0,098407733;47;0;0,069744476;8100;6;0;0;0;2
"N";0,631259134;39;0;0,273340433;2816;7;0;0;0;0
"N";0,012538557;63;0;0,38510101;2375;12;0;2;0;0
"N";0,002349883;66;0;0,39184953;5103;5;0;2;0;0
"N";0,251804415;66;0;0,611755298;2500;7;0;1;0;0
"N";0,088911089;35;0;0,000526177;3800;3;0;0;0;0
"N";0,030761368;62;0;0,015661446;3000;5;0;1;0;0
"N";0,218991588;54;0;0,586137954;3000;13;0;1;0;0
"N";0,220201834;34;0;0,462354974;4050;10;0;2;0;1
"N";0,68028326;80;0;0,42985336;4568;6;0;1;0;0
"N";0,179110121;41;0;0,27491843;9500;10;1;1;0;2
"N";0,275326535;66;1;0,38317757;5884;17;0;1;0;0
"N";0,075327056;62;0;0,071378477;12832;7;0;1;0;0
"N";0,083766009;53;0;0,34210815;9116;6;0;2;0;1
"N";0,099190841;57;0;0,604398743;3500;9;0;2;0;0
"N";0,29739805;52;0;0,579717373;6014;8;0;1;0;3
"N";0,428382755;36;0;0,2706115;6573;12;0;1;0;0
"N";0,390088472;39;0;0,326036484;3014;6;0;0;0;0
"N";0,132820925;42;0;0,914452555;3424;16;0;2;0;1
"N";0,842078961;60;0;0,150494324;2730;10;0;0;0;1
"N";0,804681521;43;0;0,533815481;10231;12;0;2;0;4
"N";0;45;1;0,012529992;3750;8;0;0;0;3
"N";0;53;0;0,460725507;3500;7;1;1;1;0
"N";0,226957563;80;0;0,4375;4079;11;0;1;0;1
"N";0,023237542;58;0;0,812428571;6999;19;0;3;0;1
"N";0,247597087;56;0;0,702749471;5200;8;0;1;0;2
"N";0,9999999;82;0;0;1400;0;0;0;0;0
"N";0,281812558;79;1;0,304637654;10500;16;0;2;0;1
"N";0,058309113;70;0;0,723310676;2500;12;0;2;0;0
"N";0,075662361;63;0;0,315812527;6848;7;0;2;0;0
"N";0,027130865;43;0;0,256738293;8050;6;0;1;0;1
"N";0,9999999;68;0;0,196745562;1351;3;0;0;0;0
"N";0;53;0;0;3000;2;0;0;0;1
"N";0,019391297;68;0;0,064577141;3700;9;0;0;0;1
"N";0,099815157;57;0;0,232339826;4260;8;0;1;0;1
"N";0,00077776;74;0;0,209539523;13333;6;0;3;0;0
"N";0,51835032;73;0;0,685146095;9000;13;0;2;0;0
"N";0,392192869;43;0;0,150205533;9000;8;0;0;0;2
"N";0,507497501;68;0;0,012468828;3608;3;0;0;0;0
"N";0,361682297;41;0;0,19675058;5600;9;0;0;0;2
"N";0,05575925;62;0;0,014802119;6417;6;0;0;0;0
"Y";0,887080965;45;0;0,482275525;4710;4;0;1;1;2
"N";0,853239735;62;0;0,48771563;1912;4;0;0;0;0
"Y";0,041191762;31;0;0,261369315;2000;3;0;0;0;0
"Y";0,965034965;35;0;0,062791628;7500;2;0;1;1;2
"Y";0,9999999;34;0;0,254256527;6166;5;1;1;1;2
"Y";0,9999999;30;0;0,015108425;5625;2;0;0;0;1
"N";0,06769731;75;0;0,082053743;2083;11;0;0;0;0
"N";0,012739234;70;0;0,008663779;3000;6;0;0;0;0
"N";0,019477727;41;0;0,365306454;6150;12;0;2;0;0
"N";0,288425263;77;0;0,533965245;2531;8;0;1;0;0
"N";0,078534132;49;0;0,380691598;6390;7;0;1;0;0
"N";0;39;0;0,055915527;4166;5;0;0;0;0
"N";0,09514671;30;0;0,262804799;7750;9;0;1;0;0
"N";0,111327624;32;0;0,37043826;6000;11;0;1;0;1
"N";0,871073356;35;0;0,390764509;7167;12;0;1;0;0
"N";0;46;0;0,014388489;833;5;0;0;0;0
"N";0,685700235;44;0;0,372925415;5000;10;0;2;0;0
"N";0,001786497;87;0;0,010723861;1864;10;0;0;0;1
"N";0,113955442;33;0;0,282588669;8683;7;0;2;0;1
"N";0,04296902;60;0;0,016795866;5417;9;0;0;0;0
"N";0,022440925;63;0;0,012506724;7435;19;0;0;0;0
"N";0,635388319;44;1;0,429330591;11666;19;0;2;0;4
"Y";0,82644118;38;0;0,6536804;5800;9;0;1;0;2
"N";0,299786422;76;0;0,138246215;3500;11;0;0;0;0
"N";0,268399353;38;0;0,507758759;6250;12;0;1;0;2
"N";0,10835629;63;0;0,005165806;6000;3;0;0;0;0
"N";0,004171309;66;0;0,304592315;3200;8;0;1;0;0
"N";0,68346203;48;0;0,129354508;3903;4;0;0;0;0
"N";0,380440179;58;0;0,321542384;6275;9;0;1;0;0
"N";0,205031355;39;0;0,602840353;4083;10;0;2;0;2
"N";0,9999999;36;0;0,082448854;6500;6;0;0;0;1
"Y";1,083405734;55;3;0,490218316;3526;10;0;1;1;1
"N";0,220222137;26;1;0,843945069;800;6;0;0;0;0
"N";0,030141422;52;0;0,090074333;2286;6;0;0;0;0
"N";0,239963423;58;0;0,195229306;7042;8;1;1;0;4
"N";0;87;0;0,01910828;6436;8;0;0;0;0
"N";0,570122822;30;0;0,737718568;1200;5;0;0;0;0
"N";0;57;0;0,324611033;4241;7;0;1;0;1
"N";0,511248875;38;1;0,476190476;4304;10;0;1;0;2
"N";0,386691448;41;3;0,276689324;2500;14;0;0;0;0
"N";0,478720045;35;0;0,353107815;6000;7;0;1;0;0
"N";0,072494634;74;0;0,523546435;3800;9;0;2;0;0
"N";0,418715107;35;0;0,114119117;2400;2;0;0;0;0
"N";0,032438862;86;0;0,141974187;5500;14;0;1;0;0
"N";0,070741157;65;0;0,146763902;2193;5;0;0;0;0
"N";0,135407518;61;0;0,343653846;5199;12;0;1;0;0
"N";0;34;0;0,062897655;5500;2;0;0;0;0
"N";0,973447395;42;0;0,468198992;3175;9;0;1;0;0
"N";0,639081992;48;0;0,362545818;3000;5;1;1;0;1
"N";0;88;1;0;9265;7;0;0;0;0
"N";0,924107143;24;0;0,135388461;4800;7;0;0;0;2
"N";0,009495252;56;0;0,055031668;7104;2;0;0;0;1
"N";0,329152121;41;0;0,534155364;4054;8;0;2;0;1
"N";0;26;0;0;2400;2;0;0;0;0
"N";0,187409279;38;0;0,49730054;5000;7;0;1;0;2
"N";0;26;0;0,337244676;2300;4;1;1;0;0
"N";0,030024681;61;0;0,852235551;1833;5;0;1;0;0
"N";0,464195875;53;0;0,120938628;4985;8;0;0;0;0
"N";0,014088028;51;0;0,007997715;3500;6;0;0;0;1
"N";0,918342055;33;0;0,270289344;2833;4;1;0;2;0
"N";0,023224944;64;0;0,391854139;6800;18;0;4;0;3
"N";1,034893879;39;0;0,439362795;9729;10;0;1;0;3
"N";0,28369669;61;0;0,61966257;4800;14;0;1;0;0
"N";0,041104587;28;0;0,3041988;3500;8;0;0;0;0
"N";0,021547106;56;0;0,318019519;4200;12;0;2;0;2
"N";0,360688717;70;0;0,595462092;1806;7;0;0;0;0
"N";0,726088978;36;2;0,137081955;2720;4;2;0;1;2
"N";0,123218186;47;0;0,750680787;9914;11;0;2;0;5
"N";0,010893096;71;0;0,194158076;4073;8;1;0;0;0
"N";0,654650704;33;0;0,481544577;7043;11;0;2;0;1
"N";0,033983551;34;0;0,243744128;11708;14;0;2;0;0
"N";0;71;0;0,233691577;4000;6;0;1;0;2
"N";0,212526282;43;1;0,206479352;10000;8;0;2;0;0
"N";0,102222373;32;0;0,716513395;2500;6;0;1;0;0
"N";0,883293947;36;0;0,3118458;7833;7;0;1;0;0
"N";0,940774925;41;2;0,381154711;4000;10;0;1;0;1
"N";0,9999999;35;0;0,007617597;5250;1;0;0;0;0
"N";0,425597312;43;0;0,302766085;3325;4;0;1;1;0
"N";0,016861692;48;0;0,425821711;12260;12;0;5;0;4
"N";0,231831982;44;0;0,192690243;12667;6;0;1;0;2
"N";0,306338732;57;0;0,376373626;6915;12;0;3;0;2
"N";0,328573722;66;1;0,293398759;10800;17;0;2;0;1
"N";0,001925099;70;0;0,024569089;10500;15;0;0;0;0
"N";0,982431974;59;5;0,664255618;14239;13;0;2;1;2
"Y";0,9999999;52;0;0,237812128;6727;2;4;0;1;1
"N";0;25;0;0,633373934;820;3;0;0;0;0
"N";0,036347783;49;0;0,180969958;9752;11;0;0;0;1
"N";0;36;4;0,437849944;6250;11;0;2;1;0
"N";0,600066364;53;1;0,50857819;5070;15;0;1;0;1
"N";0,022438565;81;0;0,230679837;3441;8;0;1;0;0
"N";0,056895398;64;0;0,335904688;11666;14;0;3;0;0
"N";0,884176675;32;0;0,709526982;1500;6;0;0;0;0
"Y";0,978808477;47;1;0,428419088;3750;5;4;0;0;1
"Y";1,050951924;61;3;0,801221544;1800;7;3;2;0;0
"Y";0,9999999;39;0;0,041420118;3041;2;1;0;0;3
"N";0,086672375;79;0;0,134648714;7500;15;0;0;0;0
"N";0,032966889;48;0;0,537307906;5400;10;0;2;0;1
"N";0,026599391;62;0;0,074071225;13000;9;0;1;0;1
"N";0,350847689;47;0;0,43258377;11250;9;0;2;0;3
"N";0,006161492;41;0;0,001079914;8333;3;0;0;0;0
"N";0,009937069;76;0;0,327737096;5598;16;0;2;0;0
"N";0,9999999;42;0;0,082983403;5000;1;1;0;0;2
"Y";0,924601885;43;1;0,367097806;6880;4;0;0;0;1
"N";0,680631937;33;0;0,057983433;3500;4;0;0;0;3
"N";0,293554293;63;0;0,282177432;6300;8;0;1;0;0
