"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"N";0,644225962;30;0;0,30947621;2500;5;0;0;0;0
"Y";0,964672555;40;3;0,382964747;13700;9;3;1;1;2
"N";0,166284079;53;0;0,18827406;8800;7;0;0;0;0
"Y";0,025655677;38;0;0,475841386;3000;7;0;1;0;2
"N";0,452515828;24;0;0,011761247;3400;1;0;0;0;0
"N";0,392994586;58;2;0,436102527;5500;15;0;1;0;0
"N";0,704073982;28;1;0,155201143;4200;8;0;0;0;0
"N";0,693329681;42;2;0,257731959;2230;7;0;0;0;0
"N";0;64;0;0,073538769;11000;9;0;1;0;0
"N";0,469056842;31;0;0,048211004;9250;4;0;0;0;1
"N";0,834048027;38;0;0,393662026;13000;13;0;2;0;2
"N";0,028562367;51;0;0,306381499;5750;5;0;1;0;0
"N";0,651603452;58;0;0,241135663;7783;11;0;1;0;0
"N";0,750873672;55;2;0,316416365;7723;17;0;1;0;1
"N";0,335558577;69;0;0,270448637;15000;14;0;2;0;1
"Y";0,734477501;45;0;0,591477634;4716;13;0;2;0;2
"N";0,080564168;60;0;0,487288997;4916;15;0;2;0;0
"N";0,634485057;52;0;0,138238573;2690;2;0;0;0;0
"N";0,114830941;46;0;0,026235802;6250;6;0;0;0;3
"N";0,096737158;47;0;0,009748781;8000;2;0;0;0;2
"N";0,06790706;46;0;0,149103029;10200;6;0;2;0;0
"N";0,317975796;34;0;0,297933792;4500;11;0;2;0;0
"N";0,093962275;55;0;0,112051635;9450;6;0;2;0;0
"N";0,130902106;48;1;0,427882174;3937;17;0;1;0;0
"N";0,040795358;49;0;0,801999355;3100;11;0;1;0;0
"N";0,36459777;42;0;0,593899089;6916;7;0;3;0;0
"N";0,771845631;33;0;0,852429514;5000;7;0;3;0;0
"N";0,16653274;53;0;0,543625949;7506;11;0;3;0;3
"N";0,13527952;58;0;0,342005076;9455;11;0;2;0;2
"N";0,068335151;75;0;0,010927876;10065;9;0;0;0;0
"N";0;41;0;0,907538526;2400;6;0;1;0;0
"N";0,676195456;55;0;0,436665827;3970;10;1;1;0;0
"Y";0;25;0;0,152896812;2916;3;0;0;1;0
"N";0,043032042;64;0;0,332016389;6833;14;0;2;0;0
"N";1,095083357;53;5;0,536703799;3500;7;1;1;2;0
"N";0,311954668;61;0;0,269281443;9866;12;0;2;0;2
"N";0,030173038;64;0;0,17386957;9000;8;0;1;0;0
"N";0,021978375;40;0;0,443755624;10000;12;0;5;0;2
"N";0,292365949;50;0;0,420180551;8750;8;0;2;0;0
"N";0,017508178;73;1;0,135589153;4166;12;0;1;0;0
"N";0,611865678;72;0;0,04578345;7600;3;0;1;0;0
"N";0;76;0;0,002465931;7704;3;0;0;0;0
"N";0,083945242;64;0;0,588073078;2900;6;0;1;0;0
"N";0,9999999;68;0;0,040493251;6000;0;0;0;0;0
"N";0,012151003;78;0;0,008886914;4500;12;0;0;0;0
"N";0,011883886;54;0;0,092913547;9750;8;0;1;0;2
"N";0,75264947;33;1;0,058322869;7166;6;0;0;0;0
"N";0;63;0;0,007988922;9387;9;0;0;0;0
"N";0,010402205;68;0;0,094140517;3600;6;0;1;0;0
"N";0,9999999;61;0;0,529548989;1285;3;0;1;0;0
"N";0,006099797;28;0;0,139429485;3750;8;0;0;0;0
"N";0,25889775;33;0;0,537441339;4900;3;0;1;0;1
"N";0,016598893;30;0;0,136575616;1500;5;0;0;0;0
"N";0,063329564;37;0;0,329935275;6179;6;0;1;0;3
"N";0,948978489;57;0;0,043744532;8000;3;0;0;0;1
"N";0;59;0;0;4200;7;0;0;0;1
"N";0,022890604;37;0;0,288477299;6100;16;0;1;0;0
"N";0,155240525;52;0;0,483518065;6946;15;0;2;0;1
"N";0,067259209;29;1;0,168340507;2090;3;0;0;0;0
"N";0,053589282;87;0;0,001534331;5213;4;0;0;0;0
"N";0,072318616;71;0;0,426412462;4300;8;0;2;0;1
"N";0,630073985;38;0;0,563328034;1886;3;0;1;0;0
"N";0,028423247;59;0;0,033982276;14330;12;0;1;0;0
"Y";0,739146488;63;1;0,285156885;6150;12;0;0;0;1
"N";0,186890655;54;0;0,655589124;3640;7;0;1;0;1
"N";0,466334165;34;2;0,007495315;3201;3;0;0;0;0
"N";0,9999999;60;0;0;4200;0;0;0;0;0
"N";0,002556199;58;0;0,115826132;7752;17;0;0;0;2
"N";0,9999999;35;1;0,092985318;3064;1;0;0;0;3
"N";0,026885902;36;0;0,344879921;11200;6;0;2;0;2
"N";0,020074662;36;0;0,334245422;4750;5;0;1;0;0
"N";0,03157211;39;0;0,644706486;3900;14;0;1;0;1
"N";0,397702982;38;0;0,41627543;5750;6;0;1;0;2
"N";0,971352432;24;0;0,035803497;1200;3;0;0;0;0
"N";0,010887967;55;0;0,725137431;2000;7;0;2;0;0
"N";0,006956358;52;0;0,003278689;2439;4;0;0;0;0
"N";0,026944485;41;0;0,686736475;4583;8;0;3;0;0
"N";0,297094601;43;1;0,603763294;3666;9;0;1;0;2
"N";0,028910707;52;0;0,013543599;5389;7;0;0;0;2
"N";0,9999999;33;1;0,257707218;5416;2;2;1;0;1
"N";0,057867667;81;0;0,145685279;3939;13;0;0;0;0
"N";0,07807727;60;0;0,566105156;3917;14;0;1;0;2
"Y";0,9999999;32;0;0,006731051;3416;1;0;0;0;3
"N";0,745173448;68;0;0,168767792;4917;4;0;1;0;0
"N";0,719305764;64;0;0,186225718;6228;5;0;1;0;0
"N";0,045017363;72;0;0,020763907;3900;8;0;0;0;0
"N";0,35592819;48;0;0,478090767;7667;17;0;2;0;0
"N";0;75;0;0,205971968;1640;4;0;0;0;1
"N";0,993335555;31;0;0,068227425;4484;6;0;0;0;1
"N";0,138793584;43;0;0,384074741;11666;9;0;5;0;0
"N";0,001124859;28;1;0,057990335;6000;8;1;0;0;0
"N";0,052161271;49;0;0,067629397;6993;5;0;0;0;1
"N";0,412657703;66;1;0,195074372;4100;7;1;0;0;0
"N";0,029692431;58;2;0,287187752;6204;19;0;1;0;0
"N";0,312068793;55;1;0,127071823;1266;5;0;0;0;0
"N";0,9543957;45;2;0,4842141;8836;10;0;1;0;1
"N";0,014049887;37;0;0,674399608;6120;9;0;1;0;0
"N";0,576284725;36;0;0,785404865;3000;10;0;1;0;1
"N";0,10680013;44;3;0,747375437;6000;8;0;3;0;2
"N";0,732711215;29;0;0,338531127;8400;10;0;1;0;0
"N";0,181579946;54;0;0,3539428;6048;9;0;1;0;1
"N";0,269257489;44;0;0,607594937;1500;7;0;0;0;3
"N";0,095634788;36;0;0,175266904;2247;4;0;0;0;1
"N";0,016995185;62;0;0,002301937;5212;4;0;0;0;0
"N";0,964038058;29;1;0,263516583;2200;6;0;0;0;0
"N";0,184476515;32;0;0,444956049;7166;11;0;2;0;0
"N";0,193612774;47;0;0,020146833;5856;1;0;0;0;3
"N";0,104693763;36;0;0,297372704;4300;8;0;1;0;1
"N";0,046740048;57;0;0,404799866;11916;13;0;3;0;0
"N";0,057887851;56;0;0,238127698;4400;13;0;1;0;1
"N";0,883182488;49;0;0,183736947;4500;18;0;0;0;2
"N";0,021319787;64;0;0,24496788;2334;13;0;1;0;0
"N";0,010350125;52;0;0,258589038;3812;6;0;1;0;1
"N";0,044842922;51;0;0,23358954;11318;5;0;1;0;2
"N";0;49;0;0,62273579;1600;10;0;1;0;1
"Y";0,149314411;36;0;0,558320373;4500;9;0;3;0;0
"N";0;33;0;0,238212526;2841;9;0;0;0;0
"N";0,133688867;49;0;0,093522183;4800;7;0;0;0;2
"N";0;65;0;0,416379181;6666;10;0;1;0;0
"N";0,827151013;56;1;0,219974716;8700;8;0;0;1;1
"N";0,578849363;48;0;0,367553674;6613;10;0;1;0;1
"N";0,964561473;35;4;0,305839582;4400;10;3;0;2;2
"N";0,004595129;52;0;0,39095856;7166;7;0;1;0;0
"N";0,180162143;40;0;0,448326668;9501;15;0;2;0;1
"N";0,099724251;80;0;0,008908281;11000;3;0;0;0;0
"N";0,529411765;26;1;0,017052375;820;1;0;0;0;0
"N";0,9999999;32;0;0,177955511;4000;1;2;0;0;0
"N";0,106517279;40;0;0,263151915;8800;17;0;3;0;4
"N";0,986400389;36;0;0,441868921;11000;8;0;2;0;0
"N";0,759286581;41;1;0,408475574;1698;4;0;0;0;1
"N";0,189734189;60;0;0,04587156;2833;2;0;0;0;0
"N";0,410946459;56;0;0,712194056;4575;16;0;1;0;0
"N";0,476535633;33;0;0,312937413;5000;4;0;1;0;0
"N";0,37504998;64;0;0,011195522;2500;4;0;0;0;0
"N";0,029185402;41;0;0,336295473;3600;5;0;1;0;0
"N";0;39;0;0,735131912;6708;13;0;2;0;2
"N";0,141853991;79;0;0,812870978;3200;8;0;2;0;0
"N";0,073191767;54;0;0,020708083;4490;4;0;0;0;0
"N";0,473663158;36;1;0,650674663;2000;8;0;0;0;0
"N";0,084589254;76;0;0,044093178;1201;8;0;0;0;0
"N";0;63;0;0,052672049;2600;3;0;0;0;1
"N";0,659178931;39;0;0,285324697;5866;6;0;1;0;1
"N";0,471803323;60;0;0,365787835;9633;12;0;1;0;1
"N";0;55;0;0,369192131;7166;7;0;3;0;1
"N";0,14060251;56;0;0,049700447;11850;11;0;0;0;2
"N";0,015293506;50;0;0,372513562;1105;13;0;0;0;0
"N";0,716283716;46;0;0,26775232;5280;10;0;2;0;2
"N";0,00054943;59;0;0;2236;4;0;0;0;0
"N";0,083486086;71;0;0,170705631;5611;4;0;1;0;0
"N";0,01087466;82;0;0,001287001;7769;6;0;0;0;0
"N";0,067400749;26;0;0,166517857;4479;10;0;0;0;0
"N";0,013218661;57;0;0,085321957;7500;10;0;1;0;0
"N";0;46;0;0,107878122;3642;11;0;0;0;4
"N";0,9999999;48;0;0,165213329;6421;0;1;0;0;2
"N";0,178964154;56;0;0,552930754;6772;6;0;1;0;1
"N";0,001876594;79;0;0,01332778;2400;10;0;0;0;0
"N";0,037477248;37;0;0,079193665;8333;9;0;0;0;0
"N";0,047294357;57;0;0,447142596;5476;14;0;1;0;0
"N";0;58;0;0,411084131;7000;10;0;2;0;1
"N";0,035754761;79;0;0,00829363;5666;5;0;0;0;1
"N";0,452864285;49;0;0,330947228;6006;10;0;1;0;1
"N";0,9999999;26;0;0,137820513;1871;1;0;0;0;0
"N";0,108983159;53;0;0,31035201;4800;10;0;1;0;0
"N";0,194625748;31;1;0,283571758;4333;20;0;0;0;0
"N";0,48987523;34;0;0,319171724;2800;3;0;0;0;1
"N";0,958820874;56;0;0,236573549;9700;12;0;1;0;1
"N";0,011505437;52;0;0,274253271;4050;9;0;1;0;0
"N";0;39;0;0,551779288;2500;7;0;2;0;0
"N";0,00339983;63;0;0,262694922;2500;5;0;0;0;0
"N";0,518186405;73;0;0,504887091;8900;17;0;1;0;1
"N";0,003735788;39;0;0,459166466;4150;10;0;2;0;0
"N";0,397244161;25;0;0,294852574;2000;5;0;0;0;0
"N";0,028775625;44;0;0,137224283;5122;4;0;0;0;0
"N";0,477367751;36;0;0,339874121;2700;6;0;0;0;0
"N";0,610408703;41;1;0,064417178;2933;7;0;0;0;2
"N";0,163750645;65;0;0,266873313;10000;13;0;1;0;0
"N";0,251284106;34;0;0,75145816;8400;18;0;4;0;0
"N";0,630901661;73;0;0,047400612;4577;3;0;0;0;0
"N";0,9999999;55;0;0,167543201;5323;1;1;0;1;2
"N";0,700331051;45;1;0,546448087;8966;11;0;2;0;1
"N";0,040283239;54;0;0,135553584;12400;11;0;1;0;0
"N";0,181442474;32;0;0,067877957;8750;2;0;0;0;0
"N";0,093632815;68;0;0,306846806;4366;6;0;2;0;0
"N";0,257067036;37;0;0,291809152;6140;6;0;0;0;4
"N";0,245930854;39;0;0,537720414;5500;11;0;1;0;1
"Y";0,017558727;47;0;0,53540175;2513;10;1;1;0;0
"Y";0,546513871;35;0;0,93824256;8500;17;0;4;0;2
"N";0,14938018;54;1;0,428758481;8400;14;0;1;0;1
"N";0,033458036;80;0;0,431051723;11000;6;0;2;0;0
"N";0,9999999;27;0;0,153061224;2253;3;0;0;0;0
"N";0,391214634;39;1;0,287181335;11100;8;0;2;0;2
"N";0,012538557;63;0;0,38510101;2375;12;0;2;0;0
"N";0,1925349;38;0;0,225741941;12500;12;0;2;0;0
"N";0,030761368;62;0;0,015661446;3000;5;0;1;0;0
"N";0,211367652;60;0;0,24045329;10500;19;0;2;0;0
"N";0,012987013;22;0;0;0;2;0;0;0;0
"N";0,9999999;43;0;0,129623459;3000;1;0;0;0;0
"N";0,9999999;66;0;0,229471417;11142;6;0;1;0;0
"N";0,026147183;67;0;0,329780147;1500;7;0;1;0;0
"N";0,28927034;48;0;0,691654173;2000;7;0;1;0;2
"N";0,011073664;52;0;0,012372578;12850;4;0;0;0;3
"N";0,123471362;63;0;0,364188164;2635;6;0;1;0;1
"N";0,9999999;37;0;0,377631696;11256;11;0;2;0;1
"N";0;48;0;0,05692407;10838;4;0;0;0;1
"N";0;46;0;0,450288902;5018;9;0;1;0;0
"N";0,390088472;39;0;0,326036484;3014;6;0;0;0;0
"N";0,132820925;42;0;0,914452555;3424;16;0;2;0;1
"N";0,804681521;43;0;0,533815481;10231;12;0;2;0;4
"N";0;45;1;0,012529992;3750;8;0;0;0;3
"N";0;53;0;0,460725507;3500;7;1;1;1;0
"N";0,17988008;23;0;0,003127443;2557;2;0;0;0;0
"N";0,120355791;59;0;0,151986183;11000;10;0;2;0;0
"N";0,418397882;58;0;0,414148447;7180;14;0;2;0;0
"N";0,002776037;55;0;0,37584925;7800;11;0;2;0;1
"N";0,027130865;43;0;0,256738293;8050;6;0;1;0;1
"N";0,1031864;75;0;0,136302675;14166;5;0;2;0;0
"N";0,9999999;50;0;0,914857386;2348;5;0;1;0;0
"N";0,030586236;36;1;0,310935893;2916;5;0;0;0;2
"Y";0;36;0;0,157678245;4375;7;0;0;0;2
"N";0,9999999;59;0;0,020359935;5500;1;0;0;0;1
"N";0;53;0;0;3000;2;0;0;0;1
"N";0,00077776;74;0;0,209539523;13333;6;0;3;0;0
"N";0,047286367;69;0;0,012931609;7500;5;0;0;0;0
"N";0,901408451;27;0;0,15104398;2250;5;0;0;0;0
"N";0,016118843;38;0;0,1247501;2500;12;0;0;0;1
"N";0,361682297;41;0;0,19675058;5600;9;0;0;0;2
"N";0,58069462;39;1;0,785196922;4417;8;0;2;0;0
"N";0,874912509;46;0;0,302199741;8500;4;0;1;0;0
"N";0,853239735;62;0;0,48771563;1912;4;0;0;0;0
"N";0,015200908;63;0;0,007998609;5750;3;0;0;0;0
"N";0,845719252;50;0;0,323338331;2000;6;0;0;0;1
"N";0,9999999;29;0;0,080187299;6833;3;0;0;0;0
"Y";0,965034965;35;0;0,062791628;7500;2;0;1;1;2
"N";0,9999999;41;0;0,007664112;3000;0;0;0;0;0
"N";0,176443529;67;0;0,182522829;9417;15;0;2;0;0
"N";0;42;0;0,483205749;6400;3;0;1;0;4
"N";0,06769731;75;0;0,082053743;2083;11;0;0;0;0
"N";0,433365292;32;1;0,619267168;4120;5;0;1;0;1
"N";0,195256512;48;0;0,484398217;5383;20;0;3;0;0
"N";0,078534132;49;0;0,380691598;6390;7;0;1;0;0
"N";0,087406258;32;0;0,288977727;1750;8;0;0;0;2
"N";0,832104651;47;0;0,754365541;11166;18;0;3;0;2
"N";0,011834818;47;0;0,684559617;6482;8;0;1;0;2
"N";0,443944541;65;1;0,662545192;13829;19;0;3;0;1
"N";0,113400284;31;0;0,254913728;6664;9;0;2;0;0
"N";0,029406119;62;1;0,246739697;3833;10;0;0;0;0
"N";0,480988269;59;0;0,164019337;11583;18;0;1;0;1
"N";0,018475688;49;0;0,162335066;2500;6;0;0;0;1
"N";0,877124547;56;1;0,389627295;14595;11;0;2;0;2
"N";0;61;0;0,248972297;5594;7;0;2;0;0
"N";0,103318532;84;0;0,278180455;4000;12;0;0;0;0
"N";0,080481775;38;0;0,273972603;10000;12;0;1;0;1
"N";1,089825848;60;1;0,63353639;3118;7;0;1;0;0
"N";0,487837796;41;0;0,249076288;4600;5;0;1;0;2
"N";0,68346203;48;0;0,129354508;3903;4;0;0;0;0
"N";0;48;1;0,143671858;4558;8;0;0;0;0
"N";0,363993614;45;0;0,248252006;13586;6;0;2;0;3
"N";0,027789211;52;0;0,226816225;7666;7;0;2;0;2
"N";0,673189544;35;0;0,424098921;3800;5;0;1;0;0
"N";0,057155929;60;0;0,224294881;6700;10;0;1;0;0
"N";0,96673631;64;0;0,419895026;4000;8;0;2;0;0
"N";0,685583993;41;0;0,450440529;10895;13;0;5;0;1
"N";0,004396358;80;0;0,23319682;4150;10;0;2;0;1
"N";0,9999999;36;0;0,082448854;6500;6;0;0;0;1
"N";0,030141422;52;0;0,090074333;2286;6;0;0;0;0
"N";0,239963423;58;0;0,195229306;7042;8;1;1;0;4
"N";0,198454901;51;0;0,246160694;4492;7;0;1;0;2
"N";0,439512098;66;0;0,027951606;2396;2;0;0;0;0
"N";0,023945636;63;0;0,032692543;8166;13;0;1;0;0
"N";0,570122822;30;0;0,737718568;1200;5;0;0;0;0
"N";0,003499865;48;0;0,32941435;9100;7;0;2;0;1
"N";0,054783369;63;0;0,099980004;5000;15;0;0;0;1
"N";0,386691448;41;3;0,276689324;2500;14;0;0;0;0
"N";0,430444733;53;0;0,281642229;8524;12;0;2;0;0
"N";0,072093448;63;1;0,673983917;4600;17;0;1;0;1
"N";0,483301113;40;0;0,303013393;3583;11;0;1;0;2
"N";0,070741157;65;0;0,146763902;2193;5;0;0;0;0
"N";0,905468868;31;1;0,35297212;1900;6;0;0;2;0
"N";0,12724513;46;0;0,643;14999;11;0;5;0;0
"N";5,37e-05;41;0;0,108461814;5577;7;0;0;0;1
"N";0,017050203;64;0;0,583655513;7500;19;0;4;0;0
"N";0,284951627;52;0;0,380131887;4700;9;0;1;0;0
"N";0,466768944;58;0;0,327109783;4016;8;0;1;0;0
"N";0,536461805;45;1;0,142285905;3000;3;2;0;0;1
"N";0,28369669;61;0;0,61966257;4800;14;0;1;0;0
"N";0,299417878;56;0;0,65971575;8583;11;0;2;0;0
"N";0,000428551;88;0;0,004481434;3123;5;0;0;0;0
"N";0,492643999;55;2;0,827377113;7750;13;0;2;0;0
"N";0,360688717;70;0;0,595462092;1806;7;0;0;0;0
"N";0,010893096;71;0;0,194158076;4073;8;1;0;0;0
"N";0,455154587;49;1;0,913286004;1971;11;0;0;0;0
"N";0,654650704;33;0;0,481544577;7043;11;0;2;0;1
"N";0;44;0;0,183349121;9500;11;0;1;0;2
"N";0,024378631;52;0;0,150484952;10000;4;0;1;0;3
"N";0;71;0;0,233691577;4000;6;0;1;0;2
"N";0,115814589;37;1;0,067859022;1900;4;0;0;0;0
"N";0,99200034;57;0;0,555111222;4000;8;0;1;0;0
"N";0,03839346;76;0;0,01371298;10500;11;0;0;0;0
"N";1,025987006;63;6;0,521441726;3800;8;2;2;1;1
"N";0,016861692;48;0;0,425821711;12260;12;0;5;0;4
"N";0,306338732;57;0;0,376373626;6915;12;0;3;0;2
"N";0,043255885;33;1;0,009998276;5800;7;0;0;0;0
"N";1,006955514;66;0;0,214392804;2000;3;0;0;0;0
"N";0,056371415;44;0;0,359768292;14500;10;0;2;0;1
"N";0,982431974;59;5;0,664255618;14239;13;0;2;1;2
"N";0,342056982;70;0;0,626394732;10933;13;0;3;0;0
