"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTime60.89DaysPastDueNotWorse";"NumberOfDependents"
"Y";0,766126609;45;2;0,802982129;9120;13;0;6;0;2
"N";0,010351857;46;0;0,298354075;12454;13;0;2;0;2
"Y";0,964672555;40;3;0,382964747;13700;9;3;1;1;2
"N";0,548458062;64;0;0,209891754;11362;7;0;1;0;2
"N";0,166284079;53;0;0,18827406;8800;7;0;0;0;0
"N";0,602794411;25;0;0,065868263;333;2;0;0;0;0
"Y";0,025655677;38;0;0,475841386;3000;7;0;1;0;2
"N";0,04656027;58;0;0,241621845;2416;9;0;1;0;0
"N";0,034421473;69;0;0,042383047;2500;17;0;0;0;1
"N";0,704073982;28;1;0,155201143;4200;8;0;0;0;0
"N";0,881836362;50;3;0,567858035;4000;9;0;1;0;1
"N";0,9999999;75;1;0,134078212;3400;1;0;1;0;1
"N";0,363636364;26;0;0,00999001;1000;1;0;0;0;0
"N";0,718705378;28;0;0,170125614;3661;4;0;0;0;1
"N";0,140110634;31;0;0,689370485;1937;4;0;2;0;0
"N";0;67;0;0,540983607;3720;2;0;1;0;0
"N";0,265898391;36;0;0,262611807;8384;6;0;2;0;1
"N";0,234218112;36;0;0,116614347;8600;19;0;0;0;3
"N";0,335558577;69;0;0,270448637;15000;14;0;2;0;1
"N";0,183316667;52;0;0,111131623;10833;14;0;2;0;1
"N";0,054497069;56;0;0,492021814;4950;18;0;2;0;0
"N";0,029164236;31;0;0,395031809;3300;10;0;1;0;0
"N";0;58;0;0,316144874;4886;9;0;1;0;1
"N";0,003749688;64;0;0,004061231;3200;5;0;0;1;0
"Y";0,734477501;45;0;0,591477634;4716;13;0;2;0;2
"N";0,080564168;60;0;0,487288997;4916;15;0;2;0;0
"N";0,023767433;83;0;0,123797734;10500;13;0;0;0;0
"N";0,019387779;34;0;0,32591852;4000;9;0;1;0;0
"N";0,635415157;32;0;0,519493502;3000;4;0;1;0;1
"N";0,006541851;68;0;0,108089191;10000;10;0;2;0;1
"N";0,180972181;39;1;0,384441575;3097;7;0;1;0;3
"N";0,015271802;68;0;0,12290366;8168;6;0;0;0;0
"N";0,51712072;31;0;0,123752495;500;3;0;0;0;0
"N";0,21955042;54;0;0,315983758;5417;20;0;2;0;1
"N";0,9999999;38;0;0,43369976;5821;7;0;1;0;4
"N";0,496911825;40;0;0,452363811;12500;11;0;2;0;2
"N";0;48;2;0,370876375;3000;14;0;1;0;5
"N";0,175932019;57;1;0,655812625;3500;9;0;1;0;1
"N";0,771845631;33;0;0,852429514;5000;7;0;3;0;0
"N";0,16653274;53;0;0,543625949;7506;11;0;3;0;3
"N";0,008632035;79;0;0,365151154;4200;9;0;1;0;0
"N";0,068335151;75;0;0,010927876;10065;9;0;0;0;0
"N";0,676195456;55;0;0,436665827;3970;10;1;1;0;0
"Y";0,786485406;44;0;0,291709578;3883;7;2;0;2;1
"N";0,03833451;56;0;0,438912218;5000;7;0;2;0;0
"N";0,043032042;64;0;0,332016389;6833;14;0;2;0;0
"N";0,231692268;40;0;0,119660709;3300;7;0;0;0;0
"N";0,030173038;64;0;0,17386957;9000;8;0;1;0;0
"N";0,292365949;50;0;0,420180551;8750;8;0;2;0;0
"N";0,9999999;62;0;0,04965839;6000;1;0;0;0;0
"N";0,125429152;55;0;0,476704659;5000;3;0;2;0;0
"N";0,295928252;47;0;0,283765445;14000;6;0;2;0;1
"Y";0,973339258;61;1;0,209961825;5500;11;0;0;1;1
"N";0;23;0;0;1725;1;0;0;0;0
"N";0,15576324;44;0;0,278077082;4825;4;0;1;0;2
"N";0,267541336;59;0;0,637607437;5700;13;0;2;0;1
"N";0,010402205;68;0;0,094140517;3600;6;0;1;0;0
"N";0,008099838;69;0;0,389895596;8332;3;0;1;0;0
"N";0,9999999;47;0;0,092163472;9493;2;2;0;1;0
"N";0,9999999;62;0;0;5480;3;0;0;0;0
"N";0,074256375;49;0;0,347930414;5000;11;0;2;0;3
"N";0,063329564;37;0;0,329935275;6179;6;0;1;0;3
"N";0,730271957;36;1;0,632794037;5500;10;0;2;0;0
"N";0,948978489;57;0;0,043744532;8000;3;0;0;0;1
"N";0;59;0;0;4200;7;0;0;0;1
"N";0,022890604;37;0;0,288477299;6100;16;0;1;0;0
"N";0;29;0;0,193935355;3000;7;0;0;0;0
"N";0,053589282;87;0;0,001534331;5213;4;0;0;0;0
"N";0,335737457;50;0;0,45722203;5773;9;0;1;0;1
"N";0,507972665;69;2;0,193935355;3000;10;2;0;2;0
"N";0,630073985;38;0;0,563328034;1886;3;0;1;0;0
"N";0,186682782;30;0;0,698120752;2500;7;0;2;0;2
"N";1,047495906;35;2;0,314566116;3871;8;0;2;1;3
"N";0,186890655;54;0;0,655589124;3640;7;0;1;0;1
"N";0,007501937;63;0;0,278226307;8050;13;0;2;0;3
"N";0,522314625;45;0;0,290229092;14491;13;0;1;0;3
"N";0,466334165;34;2;0,007495315;3201;3;0;0;0;0
"N";0,702493864;63;0;0,582162622;4697;8;0;2;0;1
"N";0,368866624;55;0;0,437996083;9700;18;0;2;0;0
"N";0,179487766;51;0;0,492529978;10173;19;0;4;0;0
"N";0,026885902;36;0;0,344879921;11200;6;0;2;0;2
"N";0,07083751;64;0;0,255290785;6000;6;0;0;0;1
"N";0,9999999;79;0;0,130140954;5178;6;0;1;0;0
"N";0,010887967;55;0;0,725137431;2000;7;0;2;0;0
"N";0,686083014;57;0;0,16069592;11667;6;1;1;0;2
"N";0,212464485;58;0;0,518991188;3290;10;0;1;0;1
"N";0,319190816;49;0;0,358153388;9400;18;0;2;0;0
"N";0;23;0;0;3500;1;0;0;0;1
"N";0,50329934;55;0;0,454057468;3166;5;0;2;0;0
